item_id,sale_id,product_id,quantity,unit_price,subtotal,gst_rate,gst_amount,total
62611,31302,10851,1,179.72,179.72,5,8.99,188.71
62612,31302,8149,2,249.01,498.02,5,24.9,522.92
62613,31302,19819,1,119.43,119.43,18,21.5,140.93
62614,31303,22829,3,229.17,687.51,18,123.75,811.26
62615,31303,18983,3,504.66,1513.98,5,75.7,1589.68
62616,31303,7164,1,369.05,369.05,5,18.45,387.5
62617,31304,1767,2,441.17,882.34,5,44.12,926.46
62618,31304,10014,2,196.76,393.52,5,19.68,413.2
62619,31304,3186,3,629.15,1887.45,5,94.37,1981.82
62620,31305,10887,2,178.01,356.02,5,17.8,373.82
62621,31305,3275,2,490.81,981.62,5,49.08,1030.7
62622,31306,15606,3,444.99,1334.97,5,66.75,1401.72
62623,31307,6319,3,44.42,133.26,5,6.66,139.92
62624,31307,9735,3,359.73,1079.19,5,53.96,1133.15
62625,31307,7529,1,344.53,344.53,5,17.23,361.76
62626,31308,266,2,556.32,1112.64,5,55.63,1168.27
62627,31308,16149,1,260.08,260.08,5,13.0,273.08
62628,31309,14430,2,298.19,596.38,5,29.82,626.2
62629,31309,11379,1,278.03,278.03,5,13.9,291.93
62630,31309,20800,2,232.86,465.72,18,83.83,549.55
62631,31310,24516,2,331.58,663.16,18,119.37,782.53
62632,31310,8708,1,479.25,479.25,5,23.96,503.21
62633,31310,14311,2,283.97,567.94,5,28.4,596.34
62634,31311,19430,2,453.21,906.42,5,45.32,951.74
62635,31312,23595,2,268.64,537.28,18,96.71,633.99
62636,31312,7207,3,481.34,1444.02,5,72.2,1516.22
62637,31312,11050,1,277.26,277.26,5,13.86,291.12
62638,31313,18170,1,477.97,477.97,5,23.9,501.87
62639,31313,2267,2,643.6,1287.2,5,64.36,1351.56
62640,31314,2075,3,388.98,1166.94,5,58.35,1225.29
62641,31315,8258,1,377.92,377.92,5,18.9,396.82
62642,31315,23219,1,281.29,281.29,18,50.63,331.92
62643,31315,11817,1,327.96,327.96,5,16.4,344.36
62644,31316,3418,2,144.9,289.8,5,14.49,304.29
62645,31316,10646,2,297.47,594.94,5,29.75,624.69
62646,31316,17260,3,304.91,914.73,5,45.74,960.47
62647,31317,8966,1,419.64,419.64,5,20.98,440.62
62648,31317,17692,2,294.89,589.78,5,29.49,619.27
62649,31318,2666,1,488.58,488.58,5,24.43,513.01
62650,31318,439,1,389.98,389.98,5,19.5,409.48
62651,31319,15416,1,308.62,308.62,5,15.43,324.05
62652,31319,17073,2,480.04,960.08,5,48.0,1008.08
62653,31319,1382,2,320.62,641.24,5,32.06,673.3
62654,31320,9155,2,448.49,896.98,5,44.85,941.83
62655,31320,3941,2,81.44,162.88,5,8.14,171.02
62656,31320,1081,1,533.55,533.55,5,26.68,560.23
62657,31321,19924,2,179.0,358.0,18,64.44,422.44
62658,31322,6844,1,255.57,255.57,5,12.78,268.35
62659,31322,19664,1,479.44,479.44,5,23.97,503.41
62660,31323,13305,3,251.91,755.73,5,37.79,793.52
62661,31324,10653,2,226.52,453.04,5,22.65,475.69
62662,31324,16770,2,313.25,626.5,5,31.33,657.83
62663,31324,5018,3,66.62,199.86,5,9.99,209.85
62664,31325,7210,1,465.87,465.87,5,23.29,489.16
62665,31325,16199,3,353.02,1059.06,5,52.95,1112.01
62666,31326,15500,2,332.12,664.24,5,33.21,697.45
62667,31327,7873,2,252.87,505.74,5,25.29,531.03
62668,31328,14164,3,273.59,820.77,5,41.04,861.81
62669,31328,13290,1,379.78,379.78,5,18.99,398.77
62670,31328,3692,2,92.92,185.84,5,9.29,195.13
62671,31328,26118,3,235.74,707.22,18,127.3,834.52
62672,31329,21528,1,193.26,193.26,18,34.79,228.05
62673,31330,13503,3,478.59,1435.77,5,71.79,1507.56
62674,31330,14844,2,220.02,440.04,5,22.0,462.04
62675,31331,25712,3,152.07,456.21,18,82.12,538.33
62676,31332,8773,2,512.76,1025.52,5,51.28,1076.8
62677,31332,9056,1,300.54,300.54,5,15.03,315.57
62678,31333,992,3,525.22,1575.66,5,78.78,1654.44
62679,31334,10250,1,341.11,341.11,5,17.06,358.17
62680,31335,14099,1,233.57,233.57,5,11.68,245.25
62681,31336,17656,2,293.97,587.94,5,29.4,617.34
62682,31337,7371,2,369.51,739.02,5,36.95,775.97
62683,31338,21110,2,80.09,160.18,18,28.83,189.01
62684,31338,22302,3,231.57,694.71,18,125.05,819.76
62685,31338,24064,3,316.66,949.98,18,171.0,1120.98
62686,31339,4946,3,121.62,364.86,5,18.24,383.1
62687,31340,9779,2,348.65,697.3,5,34.87,732.16
62688,31340,9492,1,400.75,400.75,5,20.04,420.79
62689,31340,22556,2,160.21,320.42,18,57.68,378.1
62690,31340,18789,2,264.8,529.6,5,26.48,556.08
62691,31341,25288,3,316.67,950.01,18,171.0,1121.01
62692,31342,18530,2,444.6,889.2,5,44.46,933.66
62693,31343,24205,2,321.74,643.48,18,115.83,759.31
62694,31344,26086,3,242.49,727.47,18,130.94,858.41
62695,31345,13681,1,314.31,314.31,5,15.72,330.03
62696,31346,13080,2,144.01,288.02,5,14.4,302.42
62697,31346,18844,3,526.51,1579.53,5,78.98,1658.51
62698,31347,17966,2,338.64,677.28,5,33.86,711.14
62699,31348,17994,1,300.05,300.05,5,15.0,315.05
62700,31348,14267,3,358.46,1075.38,5,53.77,1129.15
62701,31349,14019,2,288.78,577.56,5,28.88,606.44
62702,31350,21071,2,179.08,358.16,18,64.47,422.63
62703,31351,23284,3,219.94,659.82,18,118.77,778.59
62704,31351,18633,3,417.34,1252.02,5,62.6,1314.62
62705,31352,1613,3,309.52,928.56,5,46.43,974.99
62706,31352,7788,3,546.39,1639.17,5,81.96,1721.13
62707,31353,9818,2,406.47,812.94,5,40.65,853.59
62708,31353,14472,2,260.67,521.34,5,26.07,547.41
62709,31353,6314,2,107.99,215.98,5,10.8,226.78
62710,31353,9018,3,453.6,1360.8,5,68.04,1428.84
62711,31354,16082,3,231.44,694.32,5,34.72,729.04
62712,31354,9221,1,289.26,289.26,5,14.46,303.72
62713,31354,20642,1,183.33,183.33,18,33.0,216.33
62714,31355,19875,3,100.07,300.21,18,54.04,354.25
62715,31355,4642,3,81.85,245.55,5,12.28,257.83
62716,31356,4046,2,71.38,142.76,5,7.14,149.9
62717,31357,20210,1,168.27,168.27,18,30.29,198.56
62718,31357,8029,1,266.11,266.11,5,13.31,279.42
62719,31358,8814,2,412.83,825.66,5,41.28,866.94
62720,31359,23898,2,298.03,596.06,18,107.29,703.35
62721,31360,1892,3,596.48,1789.44,5,89.47,1878.91
62722,31360,5915,2,98.23,196.46,5,9.82,206.28
62723,31361,5410,3,77.29,231.87,5,11.59,243.46
62724,31361,16354,1,402.94,402.94,5,20.15,423.09
62725,31362,2482,1,302.2,302.2,5,15.11,317.31
62726,31362,5556,2,48.23,96.46,5,4.82,101.28
62727,31362,9798,3,508.25,1524.75,5,76.24,1600.99
62728,31363,1508,2,340.45,680.9,5,34.05,714.94
62729,31363,461,2,524.83,1049.66,5,52.48,1102.14
62730,31364,11903,1,136.0,136.0,5,6.8,142.8
62731,31364,7968,3,304.77,914.31,5,45.72,960.03
62732,31365,12842,1,207.38,207.38,5,10.37,217.75
62733,31365,20222,2,221.53,443.06,18,79.75,522.81
62734,31365,25036,3,291.59,874.77,18,157.46,1032.23
62735,31366,5088,3,45.67,137.01,5,6.85,143.86
62736,31367,17104,1,432.97,432.97,5,21.65,454.62
62737,31368,6979,2,348.66,697.32,5,34.87,732.19
62738,31368,17649,3,539.09,1617.27,5,80.86,1698.13
62739,31369,20530,1,213.29,213.29,18,38.39,251.68
62740,31369,3009,2,481.41,962.82,5,48.14,1010.96
62741,31370,23696,1,175.35,175.35,18,31.56,206.91
62742,31370,12031,3,167.49,502.47,5,25.12,527.59
62743,31370,1170,2,634.96,1269.92,5,63.5,1333.42
62744,31371,7287,1,463.81,463.81,5,23.19,487.0
62745,31371,2603,3,262.51,787.53,5,39.38,826.91
62746,31371,15145,1,340.93,340.93,5,17.05,357.98
62747,31372,3451,1,40.67,40.67,5,2.03,42.7
62748,31372,22054,2,140.41,280.82,18,50.55,331.37
62749,31373,470,1,240.45,240.45,5,12.02,252.47
62750,31373,7095,2,405.45,810.9,5,40.55,851.44
62751,31373,3297,3,427.58,1282.74,5,64.14,1346.88
62752,31373,25041,1,164.9,164.9,18,29.68,194.58
62753,31374,6374,1,47.4,47.4,5,2.37,49.77
62754,31374,23053,3,202.72,608.16,18,109.47,717.63
62755,31374,9911,2,168.99,337.98,5,16.9,354.88
62756,31375,2506,2,536.52,1073.04,5,53.65,1126.69
62757,31375,18883,1,318.88,318.88,5,15.94,334.82
62758,31376,20408,3,247.02,741.06,18,133.39,874.45
62759,31376,11057,3,264.74,794.22,5,39.71,833.93
62760,31376,1685,3,648.1,1944.3,5,97.22,2041.52
62761,31377,23335,1,280.0,280.0,18,50.4,330.4
62762,31377,22006,3,174.64,523.92,18,94.31,618.23
62763,31378,19038,1,477.54,477.54,5,23.88,501.42
62764,31379,11394,3,210.23,630.69,5,31.53,662.22
62765,31380,12983,3,183.47,550.41,5,27.52,577.93
62766,31380,10727,1,284.9,284.9,5,14.24,299.14
62767,31380,16147,1,348.28,348.28,5,17.41,365.69
62768,31381,2530,3,299.02,897.06,5,44.85,941.91
62769,31382,2701,2,627.64,1255.28,5,62.76,1318.04
62770,31382,10275,1,341.81,341.81,5,17.09,358.9
62771,31382,15387,2,412.51,825.02,5,41.25,866.27
62772,31383,5210,2,103.02,206.04,5,10.3,216.34
62773,31383,23952,2,304.0,608.0,18,109.44,717.44
62774,31383,19031,2,438.3,876.6,5,43.83,920.43
62775,31384,10599,2,317.45,634.9,5,31.75,666.64
62776,31385,7402,2,265.38,530.76,5,26.54,557.3
62777,31385,7945,1,325.57,325.57,5,16.28,341.85
62778,31385,13983,3,285.3,855.9,5,42.8,898.7
62779,31386,24206,1,288.79,288.79,18,51.98,340.77
62780,31386,13849,1,414.43,414.43,5,20.72,435.15
62781,31387,21054,2,152.87,305.74,18,55.03,360.77
62782,31387,16126,2,340.07,680.14,5,34.01,714.15
62783,31388,5171,3,94.67,284.01,5,14.2,298.21
62784,31388,17331,2,287.16,574.32,5,28.72,603.04
62785,31389,5366,2,51.01,102.02,5,5.1,107.12
62786,31389,6976,1,462.48,462.48,5,23.12,485.6
62787,31389,22959,3,214.94,644.82,18,116.07,760.89
62788,31390,14105,3,258.77,776.31,5,38.82,815.13
62789,31391,20612,1,102.38,102.38,18,18.43,120.81
62790,31391,12200,3,188.62,565.86,5,28.29,594.15
62791,31391,22911,3,205.92,617.76,18,111.2,728.96
62792,31392,23585,2,206.77,413.54,18,74.44,487.98
62793,31392,15851,1,391.75,391.75,5,19.59,411.34
62794,31392,17961,3,491.88,1475.64,5,73.78,1549.42
62795,31393,18276,2,477.26,954.52,5,47.73,1002.25
62796,31393,23578,1,187.26,187.26,18,33.71,220.97
62797,31393,11639,1,303.05,303.05,5,15.15,318.2
62798,31394,13903,2,307.41,614.82,5,30.74,645.56
62799,31394,20485,2,143.3,286.6,18,51.59,338.19
62800,31394,14291,2,456.15,912.3,5,45.62,957.91
62801,31395,24745,2,308.4,616.8,18,111.02,727.82
62802,31396,13667,2,411.49,822.98,5,41.15,864.13
62803,31396,7024,3,213.32,639.96,5,32.0,671.96
62804,31397,16137,2,461.81,923.62,5,46.18,969.8
62805,31398,6482,3,100.6,301.8,5,15.09,316.89
62806,31399,18332,3,535.02,1605.06,5,80.25,1685.31
62807,31399,8970,1,497.14,497.14,5,24.86,522.0
62808,31400,1761,1,309.8,309.8,5,15.49,325.29
62809,31400,21077,3,148.54,445.62,18,80.21,525.83
62810,31400,12391,2,244.88,489.76,5,24.49,514.25
62811,31401,22475,2,162.67,325.34,18,58.56,383.9
62812,31401,5822,1,91.87,91.87,5,4.59,96.46
62813,31401,4916,1,60.68,60.68,5,3.03,63.71
62814,31402,13230,3,462.75,1388.25,5,69.41,1457.66
62815,31403,20347,3,95.56,286.68,18,51.6,338.28
62816,31404,7749,1,526.59,526.59,5,26.33,552.92
62817,31404,180,2,287.84,575.68,5,28.78,604.46
62818,31404,9472,1,345.39,345.39,5,17.27,362.66
62819,31405,15392,3,472.95,1418.85,5,70.94,1489.79
62820,31406,14215,2,269.64,539.28,5,26.96,566.24
62821,31406,23290,3,221.9,665.7,18,119.83,785.53
62822,31407,12214,3,208.08,624.24,5,31.21,655.45
62823,31407,9790,3,258.25,774.75,5,38.74,813.49
62824,31408,3555,2,102.15,204.3,5,10.22,214.52
62825,31408,15563,2,406.55,813.1,5,40.66,853.75
62826,31409,17613,2,409.08,818.16,5,40.91,859.07
62827,31409,10902,3,164.89,494.67,5,24.73,519.4
62828,31410,20154,3,224.98,674.94,18,121.49,796.43
62829,31410,10750,2,139.82,279.64,5,13.98,293.62
62830,31411,4503,2,84.77,169.54,5,8.48,178.02
62831,31411,3640,2,78.59,157.18,5,7.86,165.04
62832,31411,7204,2,319.39,638.78,5,31.94,670.72
62833,31412,16926,2,353.89,707.78,5,35.39,743.17
62834,31412,21677,2,143.27,286.54,18,51.58,338.12
62835,31412,710,3,587.67,1763.01,5,88.15,1851.16
62836,31412,3570,1,50.54,50.54,5,2.53,53.07
62837,31413,17978,1,387.74,387.74,5,19.39,407.13
62838,31413,13919,1,265.65,265.65,5,13.28,278.93
62839,31414,21941,3,188.11,564.33,18,101.58,665.91
62840,31414,22369,1,183.17,183.17,18,32.97,216.14
62841,31414,24481,1,173.26,173.26,18,31.19,204.45
62842,31415,19110,2,490.85,981.7,5,49.09,1030.79
62843,31416,6032,2,111.55,223.1,5,11.16,234.25
62844,31417,7783,3,267.53,802.59,5,40.13,842.72
62845,31417,19752,2,522.66,1045.32,5,52.27,1097.59
62846,31418,15514,3,448.93,1346.79,5,67.34,1414.13
62847,31419,2350,1,439.81,439.81,5,21.99,461.8
62848,31420,11240,1,261.28,261.28,5,13.06,274.34
62849,31420,7203,2,488.72,977.44,5,48.87,1026.31
62850,31421,3377,1,91.82,91.82,5,4.59,96.41
62851,31422,20295,1,154.03,154.03,18,27.73,181.76
62852,31422,25886,3,330.47,991.41,18,178.45,1169.86
62853,31423,20362,2,202.74,405.48,18,72.99,478.47
62854,31423,8509,3,410.02,1230.06,5,61.5,1291.56
62855,31424,23475,3,152.96,458.88,18,82.6,541.48
62856,31425,6153,2,97.75,195.5,5,9.78,205.28
62857,31426,5598,2,88.57,177.14,5,8.86,186.0
62858,31427,771,3,424.8,1274.4,5,63.72,1338.12
62859,31427,20621,1,158.48,158.48,18,28.53,187.01
62860,31427,1682,2,454.5,909.0,5,45.45,954.45
62861,31428,20408,3,247.02,741.06,18,133.39,874.45
62862,31428,8572,3,222.01,666.03,5,33.3,699.33
62863,31429,20944,2,200.32,400.64,18,72.12,472.76
62864,31429,5460,3,114.3,342.9,5,17.14,360.04
62865,31429,244,2,332.88,665.76,5,33.29,699.05
62866,31430,25498,2,335.53,671.06,18,120.79,791.85
62867,31430,22453,3,122.06,366.18,18,65.91,432.09
62868,31431,17780,1,329.81,329.81,5,16.49,346.3
62869,31432,3215,2,574.27,1148.54,5,57.43,1205.97
62870,31432,7504,3,274.82,824.46,5,41.22,865.68
62871,31433,13837,3,292.04,876.12,5,43.81,919.93
62872,31434,23841,2,304.89,609.78,18,109.76,719.54
62873,31434,25133,2,164.1,328.2,18,59.08,387.28
62874,31435,20469,1,180.79,180.79,18,32.54,213.33
62875,31435,18244,3,252.11,756.33,5,37.82,794.15
62876,31435,6038,1,132.06,132.06,5,6.6,138.66
62877,31436,16094,1,351.47,351.47,5,17.57,369.04
62878,31436,100,3,477.26,1431.78,5,71.59,1503.37
62879,31437,7594,1,365.63,365.63,5,18.28,383.91
62880,31438,22060,2,241.83,483.66,18,87.06,570.72
62881,31439,18812,3,506.1,1518.3,5,75.92,1594.22
62882,31440,9892,3,519.03,1557.09,5,77.85,1634.94
62883,31440,22838,1,146.07,146.07,18,26.29,172.36
62884,31441,11485,3,337.03,1011.09,5,50.55,1061.64
62885,31442,17276,3,415.64,1246.92,5,62.35,1309.27
62886,31442,20754,1,223.43,223.43,18,40.22,263.65
62887,31442,11458,3,222.2,666.6,5,33.33,699.93
62888,31443,21084,2,90.72,181.44,18,32.66,214.1
62889,31443,5926,3,55.66,166.98,5,8.35,175.33
62890,31443,19111,2,539.51,1079.02,5,53.95,1132.97
62891,31443,13498,3,364.24,1092.72,5,54.64,1147.36
62892,31444,9674,1,431.64,431.64,5,21.58,453.22
62893,31445,21094,1,235.51,235.51,18,42.39,277.9
62894,31445,15862,3,398.03,1194.09,5,59.7,1253.79
62895,31446,432,1,426.69,426.69,5,21.33,448.02
62896,31446,3004,2,288.55,577.1,5,28.86,605.96
62897,31446,15984,3,352.8,1058.4,5,52.92,1111.32
62898,31447,2191,2,454.94,909.88,5,45.49,955.37
62899,31447,9747,2,362.41,724.82,5,36.24,761.06
62900,31447,25530,1,221.61,221.61,18,39.89,261.5
62901,31447,9134,1,292.71,292.71,5,14.64,307.35
62902,31448,8501,3,337.15,1011.45,5,50.57,1062.02
62903,31448,9458,2,484.36,968.72,5,48.44,1017.16
62904,31449,1483,1,326.77,326.77,5,16.34,343.11
62905,31450,8319,2,492.14,984.28,5,49.21,1033.49
62906,31450,21408,2,198.41,396.82,18,71.43,468.25
62907,31450,23351,3,179.59,538.77,18,96.98,635.75
62908,31451,18310,1,278.65,278.65,5,13.93,292.58
62909,31452,19901,3,125.23,375.69,18,67.62,443.31
62910,31453,19591,2,346.38,692.76,5,34.64,727.4
62911,31453,18581,1,316.32,316.32,5,15.82,332.14
62912,31453,10867,1,145.56,145.56,5,7.28,152.84
62913,31454,23221,2,314.19,628.38,18,113.11,741.49
62914,31454,3846,2,147.32,294.64,5,14.73,309.37
62915,31454,20245,3,209.7,629.1,18,113.24,742.34
62916,31455,14154,2,460.33,920.66,5,46.03,966.69
62917,31455,25743,3,157.37,472.11,18,84.98,557.09
62918,31456,13594,2,418.69,837.38,5,41.87,879.25
62919,31456,9368,1,479.81,479.81,5,23.99,503.8
62920,31457,3266,2,474.68,949.36,5,47.47,996.83
62921,31458,16951,1,323.38,323.38,5,16.17,339.55
62922,31459,1305,3,338.25,1014.75,5,50.74,1065.49
62923,31459,19915,3,114.49,343.47,18,61.82,405.29
62924,31460,20751,3,221.86,665.58,18,119.8,785.38
62925,31460,451,1,551.6,551.6,5,27.58,579.18
62926,31461,8834,1,439.8,439.8,5,21.99,461.79
62927,31461,23589,1,233.34,233.34,18,42.0,275.34
62928,31462,25511,1,282.86,282.86,18,50.91,333.77
62929,31463,22446,2,147.41,294.82,18,53.07,347.89
62930,31463,10746,1,316.06,316.06,5,15.8,331.86
62931,31464,14260,3,285.55,856.65,5,42.83,899.48
62932,31464,10728,3,147.86,443.58,5,22.18,465.76
62933,31464,18702,2,384.08,768.16,5,38.41,806.57
62934,31465,11029,2,348.72,697.44,5,34.87,732.31
62935,31465,16521,3,381.49,1144.47,5,57.22,1201.69
62936,31466,23338,2,260.63,521.26,18,93.83,615.09
62937,31467,17596,2,308.33,616.66,5,30.83,647.49
62938,31467,2211,2,384.24,768.48,5,38.42,806.9
62939,31468,7708,3,411.03,1233.09,5,61.65,1294.74
62940,31469,26116,2,206.98,413.96,18,74.51,488.47
62941,31469,4919,2,149.13,298.26,5,14.91,313.17
62942,31469,15497,3,314.33,942.99,5,47.15,990.14
62943,31470,16254,2,390.27,780.54,5,39.03,819.57
62944,31471,23931,1,175.34,175.34,18,31.56,206.9
62945,31471,7512,2,319.07,638.14,5,31.91,670.05
62946,31471,18311,2,421.79,843.58,5,42.18,885.76
62947,31471,25254,3,316.39,949.17,18,170.85,1120.02
62948,31472,1858,1,572.2,572.2,5,28.61,600.81
62949,31473,5192,2,84.14,168.28,5,8.41,176.69
62950,31473,8770,3,373.78,1121.34,5,56.07,1177.41
62951,31473,15223,1,306.53,306.53,5,15.33,321.86
62952,31474,23823,3,332.44,997.32,18,179.52,1176.84
62953,31474,5296,2,140.42,280.84,5,14.04,294.88
62954,31474,17388,2,379.6,759.2,5,37.96,797.16
62955,31475,25272,2,321.57,643.14,18,115.77,758.91
62956,31476,5856,2,142.56,285.12,5,14.26,299.38
62957,31476,14715,2,329.61,659.22,5,32.96,692.18
62958,31477,1950,1,549.57,549.57,5,27.48,577.05
62959,31477,6931,1,479.49,479.49,5,23.97,503.46
62960,31477,4080,2,55.03,110.06,5,5.5,115.56
62961,31478,23409,3,157.5,472.5,18,85.05,557.55
62962,31479,24880,1,347.09,347.09,18,62.48,409.57
62963,31479,3638,2,55.77,111.54,5,5.58,117.12
62964,31480,1434,3,296.4,889.2,5,44.46,933.66
62965,31480,4947,1,84.73,84.73,5,4.24,88.97
62966,31481,10700,3,178.34,535.02,5,26.75,561.77
62967,31482,12310,2,159.76,319.52,5,15.98,335.5
62968,31482,8395,1,299.71,299.71,5,14.99,314.7
62969,31483,17990,2,502.75,1005.5,5,50.28,1055.78
62970,31483,9134,1,292.71,292.71,5,14.64,307.35
62971,31483,20174,2,121.72,243.44,18,43.82,287.26
62972,31484,881,1,294.98,294.98,5,14.75,309.73
62973,31484,19576,1,433.47,433.47,5,21.67,455.14
62974,31484,12090,1,127.38,127.38,5,6.37,133.75
62975,31485,25851,2,199.81,399.62,18,71.93,471.55
62976,31486,12386,2,251.11,502.22,5,25.11,527.33
62977,31486,2147,2,344.67,689.34,5,34.47,723.81
62978,31487,22813,1,91.22,91.22,18,16.42,107.64
62979,31488,14010,3,457.58,1372.74,5,68.64,1441.38
62980,31488,14942,3,387.28,1161.84,5,58.09,1219.93
62981,31488,5235,2,138.38,276.76,5,13.84,290.6
62982,31489,4634,2,101.69,203.38,5,10.17,213.55
62983,31489,13627,1,355.3,355.3,5,17.77,373.06
62984,31490,13706,1,370.83,370.83,5,18.54,389.37
62985,31490,13551,2,360.09,720.18,5,36.01,756.19
62986,31490,21893,3,216.83,650.49,18,117.09,767.58
62987,31491,1048,2,430.14,860.28,5,43.01,903.29
62988,31491,14604,3,260.82,782.46,5,39.12,821.58
62989,31491,25368,3,158.74,476.22,18,85.72,561.94
62990,31492,12911,1,235.81,235.81,5,11.79,247.6
62991,31492,17732,1,333.92,333.92,5,16.7,350.62
62992,31492,5569,2,53.87,107.74,5,5.39,113.13
62993,31493,7116,2,463.34,926.68,5,46.33,973.01
62994,31493,26337,1,233.51,233.51,18,42.03,275.54
62995,31493,1307,1,266.84,266.84,5,13.34,280.18
62996,31494,13083,3,133.44,400.32,5,20.02,420.34
62997,31494,15795,2,319.89,639.78,5,31.99,671.77
62998,31494,2349,2,333.37,666.74,5,33.34,700.08
62999,31494,16111,2,374.08,748.16,5,37.41,785.57
63000,31495,10679,1,152.94,152.94,5,7.65,160.59
63001,31495,21514,1,237.41,237.41,18,42.73,280.14
63002,31496,24547,3,208.64,625.92,18,112.67,738.59
63003,31496,24347,1,248.45,248.45,18,44.72,293.17
63004,31496,24438,3,295.74,887.22,18,159.7,1046.92
63005,31497,7317,2,494.07,988.14,5,49.41,1037.55
63006,31497,12188,3,139.97,419.91,5,21.0,440.91
63007,31498,621,2,449.75,899.5,5,44.98,944.48
63008,31498,4901,1,48.42,48.42,5,2.42,50.84
63009,31499,1314,3,258.65,775.95,5,38.8,814.75
63010,31500,21254,3,153.64,460.92,18,82.97,543.89
63011,31501,17328,3,353.73,1061.19,5,53.06,1114.25
63012,31501,14847,1,377.36,377.36,5,18.87,396.23
63013,31502,18059,2,546.47,1092.94,5,54.65,1147.59
63014,31503,3223,2,561.48,1122.96,5,56.15,1179.11
63015,31504,1837,2,628.11,1256.22,5,62.81,1319.03
63016,31504,15392,2,472.95,945.9,5,47.3,993.19
63017,31505,11775,2,185.95,371.9,5,18.59,390.5
63018,31505,7822,3,256.82,770.46,5,38.52,808.98
63019,31506,13521,2,386.81,773.62,5,38.68,812.3
63020,31506,2534,2,538.17,1076.34,5,53.82,1130.16
63021,31506,7428,2,380.24,760.48,5,38.02,798.5
63022,31507,17176,3,533.59,1600.77,5,80.04,1680.81
63023,31508,2531,1,401.7,401.7,5,20.09,421.78
63024,31508,19797,2,309.95,619.9,5,31.0,650.89
63025,31509,7715,3,486.04,1458.12,5,72.91,1531.03
63026,31509,16152,3,476.33,1428.99,5,71.45,1500.44
63027,31510,15309,3,392.39,1177.17,5,58.86,1236.03
63028,31510,4163,2,88.05,176.1,5,8.8,184.91
63029,31511,7446,2,207.94,415.88,5,20.79,436.67
63030,31511,17150,1,515.28,515.28,5,25.76,541.04
63031,31511,7650,1,504.78,504.78,5,25.24,530.02
63032,31512,22923,2,126.52,253.04,18,45.55,298.59
63033,31512,22455,3,217.81,653.43,18,117.62,771.05
63034,31513,15456,1,408.03,408.03,5,20.4,428.43
63035,31513,17755,1,531.95,531.95,5,26.6,558.55
63036,31513,3827,2,141.64,283.28,5,14.16,297.44
63037,31514,9063,2,443.72,887.44,5,44.37,931.81
63038,31514,5128,2,141.45,282.9,5,14.14,297.04
63039,31514,1378,2,431.7,863.4,5,43.17,906.57
63040,31515,8850,2,523.88,1047.76,5,52.39,1100.15
63041,31516,3720,2,139.84,279.68,5,13.98,293.66
63042,31516,2265,2,324.76,649.52,5,32.48,682.0
63043,31516,10662,1,222.73,222.73,5,11.14,233.87
63044,31517,26350,2,154.84,309.68,18,55.74,365.42
63045,31517,2992,2,374.34,748.68,5,37.43,786.11
63046,31518,364,2,516.13,1032.26,5,51.61,1083.87
63047,31518,9862,2,483.91,967.82,5,48.39,1016.21
63048,31519,6612,1,502.87,502.87,5,25.14,528.01
63049,31519,25134,1,325.6,325.6,18,58.61,384.21
63050,31519,12473,2,186.77,373.54,5,18.68,392.22
63051,31519,2455,2,472.12,944.24,5,47.21,991.45
63052,31520,23547,3,182.68,548.04,18,98.65,646.69
63053,31520,17373,1,535.57,535.57,5,26.78,562.35
63054,31520,20820,2,118.28,236.56,18,42.58,279.14
63055,31521,16329,2,221.25,442.5,5,22.12,464.62
63056,31521,3286,3,391.92,1175.76,5,58.79,1234.55
63057,31522,25523,3,300.08,900.24,18,162.04,1062.28
63058,31523,9302,1,461.36,461.36,5,23.07,484.43
63059,31524,14807,1,300.15,300.15,5,15.01,315.16
63060,31524,20596,3,98.03,294.09,18,52.94,347.03
63061,31524,5936,2,56.11,112.22,5,5.61,117.83
63062,31525,16063,1,374.92,374.92,5,18.75,393.67
63063,31525,6768,2,489.19,978.38,5,48.92,1027.3
63064,31525,19296,3,316.57,949.71,5,47.49,997.2
63065,31526,2590,3,437.31,1311.93,5,65.6,1377.53
63066,31527,21190,3,217.48,652.44,18,117.44,769.88
63067,31527,17737,2,401.8,803.6,5,40.18,843.78
63068,31527,18873,2,296.63,593.26,5,29.66,622.92
63069,31528,11655,3,238.79,716.37,5,35.82,752.19
63070,31528,18273,3,349.77,1049.31,5,52.47,1101.78
63071,31529,2630,3,417.65,1252.95,5,62.65,1315.6
63072,31529,4559,3,134.02,402.06,5,20.1,422.16
63073,31529,17539,2,378.41,756.82,5,37.84,794.66
63074,31530,17259,1,321.33,321.33,5,16.07,337.4
63075,31530,18764,2,358.05,716.1,5,35.8,751.9
63076,31530,9551,1,484.97,484.97,5,24.25,509.22
63077,31530,18683,1,465.26,465.26,5,23.26,488.52
63078,31530,3483,2,104.63,209.26,5,10.46,219.72
63079,31531,7829,1,507.49,507.49,5,25.37,532.86
63080,31532,26033,3,286.37,859.11,18,154.64,1013.75
63081,31533,8157,2,315.93,631.86,5,31.59,663.45
63082,31534,387,2,428.94,857.88,5,42.89,900.77
63083,31534,11272,2,169.02,338.04,5,16.9,354.94
63084,31535,1379,1,250.13,250.13,5,12.51,262.64
63085,31535,12366,1,149.47,149.47,5,7.47,156.94
63086,31535,17946,2,256.58,513.16,5,25.66,538.82
