product_id,name,sku,category,subcategory,hsn_code,gst_rate,cost_price,selling_price,margin_percent,created_at
1366,Amritsari Vegetable Saag,NOR-VEG-01366,North Indian Main Course,Vegetable Curries,2106,5,424.02,600.14,29.35,2023-07-08T00:00:00
1367,Butter Vegetable Makhani,NOR-VEG-01367,North Indian Main Course,Vegetable Curries,2106,5,352.67,458.35,23.06,2023-01-11T00:00:00
1368,Tandoori Dal Makhani,NOR-DAL-01368,North Indian Main Course,Dal & Lentils,2106,5,479.46,617.62,22.37,2022-04-10T00:00:00
1369,Amritsari Vegetable Do Pyaza,NOR-VEG-01369,North Indian Main Course,Vegetable Curries,2106,5,413.08,563.73,26.72,2023-10-09T00:00:00
1370,Spicy Chicken Lababdar,NOR-CHI-01370,North Indian Main Course,Chicken Curries,2106,5,230.71,325.79,29.18,2022-08-08T00:00:00
1371,Classic Dal Korma,NOR-DAL-01371,North Indian Main Course,Dal & Lentils,2106,5,347.67,448.53,22.49,2022-02-10T00:00:00
1372,Crispy Dal Lababdar,NOR-DAL-01372,North Indian Main Course,Dal & Lentils,2106,5,325.03,452.75,28.21,2022-11-15T00:00:00
1373,Hyderabadi Dal Lababdar,NOR-DAL-01373,North Indian Main Course,Dal & Lentils,2106,5,329.21,434.24,24.19,2022-02-17T00:00:00
1374,Special Dal Makhani,NOR-DAL-01374,North Indian Main Course,Dal & Lentils,2106,5,237.71,330.01,27.97,2023-04-06T00:00:00
1375,Butter Mutton Do Pyaza,NOR-MUT-01375,North Indian Main Course,Mutton Delicacies,2106,5,305.6,414.26,26.23,2023-06-25T00:00:00
1376,Masala Chicken Tikka Masala,NOR-CHI-01376,North Indian Main Course,Chicken Curries,2106,5,209.04,295.08,29.16,2022-09-03T00:00:00
1377,Crispy Dal Makhani,NOR-DAL-01377,North Indian Main Course,Dal & Lentils,2106,5,357.9,479.42,25.35,2022-03-06T00:00:00
1378,Tandoori Chicken Lababdar,NOR-CHI-01378,North Indian Main Course,Chicken Curries,2106,5,319.84,431.7,25.91,2022-07-11T00:00:00
1379,Masala Chicken Saag,NOR-CHI-01379,North Indian Main Course,Chicken Curries,2106,5,186.14,250.13,25.58,2023-03-06T00:00:00
1380,Crispy Paneer Tikka Masala,NOR-PAN-01380,North Indian Main Course,Paneer Dishes,2106,5,270.63,360.75,24.98,2022-05-22T00:00:00
1381,Masala Paneer Makhani,NOR-PAN-01381,North Indian Main Course,Paneer Dishes,2106,5,198.25,280.35,29.28,2023-10-24T00:00:00
1382,Butter Dal Roganjosh,NOR-DAL-01382,North Indian Main Course,Dal & Lentils,2106,5,234.99,320.62,26.71,2023-01-27T00:00:00
1383,Butter Chicken Korma,NOR-CHI-01383,North Indian Main Course,Chicken Curries,2106,5,503.4,649.35,22.48,2022-05-25T00:00:00
1384,Special Chicken Do Pyaza,NOR-CHI-01384,North Indian Main Course,Chicken Curries,2106,5,261.22,355.56,26.53,2022-10-15T00:00:00
1385,Special Mutton Lababdar,NOR-MUT-01385,North Indian Main Course,Mutton Delicacies,2106,5,406.0,508.18,20.11,2023-07-03T00:00:00
1386,Butter Mutton Makhani,NOR-MUT-01386,North Indian Main Course,Mutton Delicacies,2106,5,386.86,536.57,27.9,2023-04-07T00:00:00
1387,Amritsari Dal Lababdar,NOR-DAL-01387,North Indian Main Course,Dal & Lentils,2106,5,400.1,536.23,25.39,2023-09-06T00:00:00
1388,Butter Chicken Saag,NOR-CHI-01388,North Indian Main Course,Chicken Curries,2106,5,427.81,555.75,23.02,2023-05-02T00:00:00
1389,Hyderabadi Mutton Butter Masala,NOR-MUT-01389,North Indian Main Course,Mutton Delicacies,2106,5,298.27,393.63,24.23,2023-07-24T00:00:00
1390,Special Chicken Lababdar,NOR-CHI-01390,North Indian Main Course,Chicken Curries,2106,5,448.33,572.26,21.66,2022-12-20T00:00:00
1391,Tandoori Vegetable Saag,NOR-VEG-01391,North Indian Main Course,Vegetable Curries,2106,5,385.83,521.16,25.97,2022-05-31T00:00:00
1392,Crispy Chicken Butter Masala,NOR-CHI-01392,North Indian Main Course,Chicken Curries,2106,5,332.42,472.71,29.68,2023-07-13T00:00:00
1393,Crispy Vegetable Saag,NOR-VEG-01393,North Indian Main Course,Vegetable Curries,2106,5,462.42,641.87,27.96,2022-10-28T00:00:00
1394,Amritsari Paneer Saag,NOR-PAN-01394,North Indian Main Course,Paneer Dishes,2106,5,225.5,317.22,28.91,2022-04-28T00:00:00
1395,Masala Mutton Tikka Masala,NOR-MUT-01395,North Indian Main Course,Mutton Delicacies,2106,5,238.14,310.28,23.25,2023-06-04T00:00:00
1396,Hyderabadi Paneer Butter Masala,NOR-PAN-01396,North Indian Main Course,Paneer Dishes,2106,5,223.78,316.54,29.3,2022-11-02T00:00:00
1397,Butter Chicken Makhani,NOR-CHI-01397,North Indian Main Course,Chicken Curries,2106,5,270.39,359.35,24.76,2022-08-24T00:00:00
1398,Crispy Paneer Butter Masala,NOR-PAN-01398,North Indian Main Course,Paneer Dishes,2106,5,244.0,310.45,21.4,2022-10-08T00:00:00
1399,Spicy Mutton Tikka Masala,NOR-MUT-01399,North Indian Main Course,Mutton Delicacies,2106,5,217.32,292.95,25.82,2023-09-23T00:00:00
1400,Butter Mutton Korma,NOR-MUT-01400,North Indian Main Course,Mutton Delicacies,2106,5,436.3,596.88,26.9,2022-01-21T00:00:00
1401,Spicy Mutton Do Pyaza,NOR-MUT-01401,North Indian Main Course,Mutton Delicacies,2106,5,360.77,480.87,24.98,2022-08-20T00:00:00
1402,Butter Chicken Butter Masala,NOR-CHI-01402,North Indian Main Course,Chicken Curries,2106,5,481.25,646.34,25.54,2022-10-20T00:00:00
1403,Butter Dal Roganjosh,NOR-DAL-01403,North Indian Main Course,Dal & Lentils,2106,5,483.17,613.22,21.21,2022-08-18T00:00:00
1404,Special Mutton Tikka Masala,NOR-MUT-01404,North Indian Main Course,Mutton Delicacies,2106,5,282.17,358.04,21.19,2022-08-22T00:00:00
1405,Masala Chicken Saag,NOR-CHI-01405,North Indian Main Course,Chicken Curries,2106,5,383.74,491.34,21.9,2023-06-06T00:00:00
1406,Butter Mutton Korma,NOR-MUT-01406,North Indian Main Course,Mutton Delicacies,2106,5,470.95,608.99,22.67,2022-08-21T00:00:00
1407,Spicy Mutton Tikka Masala,NOR-MUT-01407,North Indian Main Course,Mutton Delicacies,2106,5,318.91,401.36,20.54,2023-04-01T00:00:00
1408,Masala Vegetable Do Pyaza,NOR-VEG-01408,North Indian Main Course,Vegetable Curries,2106,5,362.76,513.33,29.33,2023-04-24T00:00:00
1409,Tandoori Mutton Tikka Masala,NOR-MUT-01409,North Indian Main Course,Mutton Delicacies,2106,5,458.62,648.08,29.23,2023-08-17T00:00:00
1410,Crispy Dal Saag,NOR-DAL-01410,North Indian Main Course,Dal & Lentils,2106,5,308.16,424.88,27.47,2022-07-02T00:00:00
1411,Hyderabadi Paneer Butter Masala,NOR-PAN-01411,North Indian Main Course,Paneer Dishes,2106,5,207.76,270.01,23.05,2022-08-17T00:00:00
1412,Crispy Mutton Saag,NOR-MUT-01412,North Indian Main Course,Mutton Delicacies,2106,5,437.05,590.87,26.03,2023-11-22T00:00:00
1413,Classic Chicken Korma,NOR-CHI-01413,North Indian Main Course,Chicken Curries,2106,5,289.89,374.12,22.51,2022-07-24T00:00:00
1414,Classic Mutton Tikka Masala,NOR-MUT-01414,North Indian Main Course,Mutton Delicacies,2106,5,336.67,464.86,27.58,2022-09-10T00:00:00
1415,Hyderabadi Vegetable Do Pyaza,NOR-VEG-01415,North Indian Main Course,Vegetable Curries,2106,5,419.51,585.04,28.29,2023-11-14T00:00:00
1416,Classic Dal Korma,NOR-DAL-01416,North Indian Main Course,Dal & Lentils,2106,5,271.7,360.6,24.65,2022-10-28T00:00:00
1417,Classic Vegetable Butter Masala,NOR-VEG-01417,North Indian Main Course,Vegetable Curries,2106,5,370.36,517.73,28.46,2022-12-01T00:00:00
1418,Butter Vegetable Butter Masala,NOR-VEG-01418,North Indian Main Course,Vegetable Curries,2106,5,456.46,606.0,24.68,2022-09-06T00:00:00
1419,Amritsari Paneer Tikka Masala,NOR-PAN-01419,North Indian Main Course,Paneer Dishes,2106,5,292.44,400.15,26.92,2023-10-10T00:00:00
1420,Special Dal Butter Masala,NOR-DAL-01420,North Indian Main Course,Dal & Lentils,2106,5,432.39,556.69,22.33,2023-03-22T00:00:00
1421,Butter Chicken Makhani,NOR-CHI-01421,North Indian Main Course,Chicken Curries,2106,5,205.93,277.47,25.78,2023-11-18T00:00:00
1422,Butter Chicken Tikka Masala,NOR-CHI-01422,North Indian Main Course,Chicken Curries,2106,5,260.45,330.43,21.18,2022-01-21T00:00:00
1423,Spicy Vegetable Butter Masala,NOR-VEG-01423,North Indian Main Course,Vegetable Curries,2106,5,291.72,410.43,28.92,2023-01-02T00:00:00
1424,Amritsari Chicken Makhani,NOR-CHI-01424,North Indian Main Course,Chicken Curries,2106,5,393.64,496.12,20.66,2022-10-24T00:00:00
1425,Classic Mutton Makhani,NOR-MUT-01425,North Indian Main Course,Mutton Delicacies,2106,5,241.04,327.65,26.43,2023-06-08T00:00:00
1426,Tandoori Paneer Roganjosh,NOR-PAN-01426,North Indian Main Course,Paneer Dishes,2106,5,176.65,244.91,27.87,2023-04-21T00:00:00
1427,Masala Paneer Roganjosh,NOR-PAN-01427,North Indian Main Course,Paneer Dishes,2106,5,203.45,258.01,21.15,2022-10-08T00:00:00
1428,Hyderabadi Chicken Tikka Masala,NOR-CHI-01428,North Indian Main Course,Chicken Curries,2106,5,414.6,532.14,22.09,2022-04-29T00:00:00
1429,Masala Vegetable Tikka Masala,NOR-VEG-01429,North Indian Main Course,Vegetable Curries,2106,5,387.86,485.95,20.19,2022-10-31T00:00:00
1430,Crispy Vegetable Korma,NOR-VEG-01430,North Indian Main Course,Vegetable Curries,2106,5,394.58,500.49,21.16,2023-01-11T00:00:00
1431,Classic Mutton Roganjosh,NOR-MUT-01431,North Indian Main Course,Mutton Delicacies,2106,5,195.62,247.24,20.88,2022-08-30T00:00:00
1432,Amritsari Mutton Makhani,NOR-MUT-01432,North Indian Main Course,Mutton Delicacies,2106,5,343.93,446.4,22.95,2023-11-19T00:00:00
1433,Special Vegetable Tikka Masala,NOR-VEG-01433,North Indian Main Course,Vegetable Curries,2106,5,283.7,366.63,22.62,2023-03-28T00:00:00
1434,Classic Dal Butter Masala,NOR-DAL-01434,North Indian Main Course,Dal & Lentils,2106,5,222.26,296.4,25.01,2023-05-10T00:00:00
1435,Tandoori Vegetable Makhani,NOR-VEG-01435,North Indian Main Course,Vegetable Curries,2106,5,364.25,503.24,27.62,2022-03-30T00:00:00
1436,Crispy Mutton Korma,NOR-MUT-01436,North Indian Main Course,Mutton Delicacies,2106,5,270.61,354.03,23.56,2023-10-23T00:00:00
1437,Tandoori Dal Do Pyaza,NOR-DAL-01437,North Indian Main Course,Dal & Lentils,2106,5,395.95,547.73,27.71,2022-12-28T00:00:00
1438,Butter Chicken Makhani,NOR-CHI-01438,North Indian Main Course,Chicken Curries,2106,5,364.59,461.12,20.93,2022-01-21T00:00:00
1439,Butter Vegetable Saag,NOR-VEG-01439,North Indian Main Course,Vegetable Curries,2106,5,325.99,453.8,28.16,2022-02-26T00:00:00
1440,Classic Paneer Lababdar,NOR-PAN-01440,North Indian Main Course,Paneer Dishes,2106,5,193.25,268.69,28.08,2022-02-21T00:00:00
1441,Butter Vegetable Korma,NOR-VEG-01441,North Indian Main Course,Vegetable Curries,2106,5,210.79,277.62,24.07,2023-05-07T00:00:00
1442,Amritsari Vegetable Tikka Masala,NOR-VEG-01442,North Indian Main Course,Vegetable Curries,2106,5,309.7,414.76,25.33,2023-06-17T00:00:00
1443,Butter Vegetable Saag,NOR-VEG-01443,North Indian Main Course,Vegetable Curries,2106,5,226.41,312.34,27.51,2023-02-13T00:00:00
1444,Hyderabadi Dal Makhani,NOR-DAL-01444,North Indian Main Course,Dal & Lentils,2106,5,273.48,351.46,22.19,2023-09-12T00:00:00
1445,Tandoori Chicken Saag,NOR-CHI-01445,North Indian Main Course,Chicken Curries,2106,5,229.77,308.78,25.59,2022-07-03T00:00:00
1446,Tandoori Dal Korma,NOR-DAL-01446,North Indian Main Course,Dal & Lentils,2106,5,448.94,576.04,22.06,2023-11-12T00:00:00
1447,Tandoori Mutton Tikka Masala,NOR-MUT-01447,North Indian Main Course,Mutton Delicacies,2106,5,436.58,551.13,20.78,2022-04-02T00:00:00
1448,Spicy Dal Korma,NOR-DAL-01448,North Indian Main Course,Dal & Lentils,2106,5,257.86,345.49,25.36,2022-08-25T00:00:00
1449,Tandoori Chicken Lababdar,NOR-CHI-01449,North Indian Main Course,Chicken Curries,2106,5,192.33,269.5,28.63,2022-08-09T00:00:00
1450,Spicy Vegetable Makhani,NOR-VEG-01450,North Indian Main Course,Vegetable Curries,2106,5,190.02,241.71,21.39,2022-11-14T00:00:00
1451,Tandoori Mutton Saag,NOR-MUT-01451,North Indian Main Course,Mutton Delicacies,2106,5,498.57,625.52,20.3,2022-11-15T00:00:00
1452,Hyderabadi Mutton Do Pyaza,NOR-MUT-01452,North Indian Main Course,Mutton Delicacies,2106,5,381.56,502.83,24.12,2022-10-10T00:00:00
1453,Classic Paneer Saag,NOR-PAN-01453,North Indian Main Course,Paneer Dishes,2106,5,445.62,622.17,28.38,2022-09-12T00:00:00
1454,Crispy Chicken Lababdar,NOR-CHI-01454,North Indian Main Course,Chicken Curries,2106,5,368.66,500.34,26.32,2023-10-04T00:00:00
1455,Tandoori Mutton Makhani,NOR-MUT-01455,North Indian Main Course,Mutton Delicacies,2106,5,238.72,339.36,29.66,2022-11-27T00:00:00
1456,Spicy Paneer Do Pyaza,NOR-PAN-01456,North Indian Main Course,Paneer Dishes,2106,5,387.86,488.23,20.56,2023-07-05T00:00:00
1457,Butter Chicken Korma,NOR-CHI-01457,North Indian Main Course,Chicken Curries,2106,5,190.44,245.06,22.29,2022-02-11T00:00:00
1458,Tandoori Mutton Tikka Masala,NOR-MUT-01458,North Indian Main Course,Mutton Delicacies,2106,5,325.37,452.6,28.11,2022-09-25T00:00:00
1459,Tandoori Vegetable Do Pyaza,NOR-VEG-01459,North Indian Main Course,Vegetable Curries,2106,5,392.77,523.65,24.99,2022-06-05T00:00:00
1460,Masala Mutton Saag,NOR-MUT-01460,North Indian Main Course,Mutton Delicacies,2106,5,434.66,548.51,20.76,2023-09-02T00:00:00
1461,Crispy Paneer Korma,NOR-PAN-01461,North Indian Main Course,Paneer Dishes,2106,5,252.55,350.3,27.9,2022-10-21T00:00:00
1462,Special Chicken Korma,NOR-CHI-01462,North Indian Main Course,Chicken Curries,2106,5,402.39,574.72,29.99,2023-09-22T00:00:00
1463,Amritsari Mutton Saag,NOR-MUT-01463,North Indian Main Course,Mutton Delicacies,2106,5,393.11,508.35,22.67,2023-06-11T00:00:00
1464,Crispy Vegetable Korma,NOR-VEG-01464,North Indian Main Course,Vegetable Curries,2106,5,380.53,528.66,28.02,2023-05-30T00:00:00
1465,Classic Dal Lababdar,NOR-DAL-01465,North Indian Main Course,Dal & Lentils,2106,5,340.8,472.51,27.87,2023-05-11T00:00:00
1466,Spicy Paneer Makhani,NOR-PAN-01466,North Indian Main Course,Paneer Dishes,2106,5,273.68,346.33,20.98,2022-10-10T00:00:00
1467,Classic Mutton Korma,NOR-MUT-01467,North Indian Main Course,Mutton Delicacies,2106,5,193.24,272.72,29.14,2023-07-28T00:00:00
1468,Classic Chicken Roganjosh,NOR-CHI-01468,North Indian Main Course,Chicken Curries,2106,5,182.43,252.16,27.65,2022-07-24T00:00:00
1469,Special Paneer Butter Masala,NOR-PAN-01469,North Indian Main Course,Paneer Dishes,2106,5,277.71,349.09,20.45,2022-01-20T00:00:00
1470,Special Dal Tikka Masala,NOR-DAL-01470,North Indian Main Course,Dal & Lentils,2106,5,254.43,326.54,22.08,2022-11-13T00:00:00
1471,Amritsari Dal Do Pyaza,NOR-DAL-01471,North Indian Main Course,Dal & Lentils,2106,5,464.96,622.17,25.27,2022-12-22T00:00:00
1472,Tandoori Dal Roganjosh,NOR-DAL-01472,North Indian Main Course,Dal & Lentils,2106,5,309.31,392.02,21.1,2023-01-14T00:00:00
1473,Crispy Vegetable Saag,NOR-VEG-01473,North Indian Main Course,Vegetable Curries,2106,5,278.87,395.16,29.43,2022-12-03T00:00:00
1474,Classic Chicken Butter Masala,NOR-CHI-01474,North Indian Main Course,Chicken Curries,2106,5,328.98,427.34,23.02,2023-07-13T00:00:00
1475,Classic Paneer Do Pyaza,NOR-PAN-01475,North Indian Main Course,Paneer Dishes,2106,5,488.29,629.94,22.49,2023-03-23T00:00:00
1476,Hyderabadi Chicken Lababdar,NOR-CHI-01476,North Indian Main Course,Chicken Curries,2106,5,345.56,451.11,23.4,2023-11-29T00:00:00
1477,Special Chicken Roganjosh,NOR-CHI-01477,North Indian Main Course,Chicken Curries,2106,5,476.67,598.11,20.3,2023-01-03T00:00:00
1478,Butter Mutton Lababdar,NOR-MUT-01478,North Indian Main Course,Mutton Delicacies,2106,5,307.6,404.07,23.87,2023-09-10T00:00:00
1479,Tandoori Chicken Lababdar,NOR-CHI-01479,North Indian Main Course,Chicken Curries,2106,5,506.48,644.62,21.43,2023-08-22T00:00:00
1480,Masala Mutton Makhani,NOR-MUT-01480,North Indian Main Course,Mutton Delicacies,2106,5,418.6,531.9,21.3,2022-04-26T00:00:00
1481,Special Dal Korma,NOR-DAL-01481,North Indian Main Course,Dal & Lentils,2106,5,314.77,444.15,29.13,2022-01-12T00:00:00
1482,Hyderabadi Dal Korma,NOR-DAL-01482,North Indian Main Course,Dal & Lentils,2106,5,483.29,607.53,20.45,2022-07-27T00:00:00
1483,Butter Dal Makhani,NOR-DAL-01483,North Indian Main Course,Dal & Lentils,2106,5,253.35,326.77,22.47,2022-01-26T00:00:00
1484,Classic Paneer Saag,NOR-PAN-01484,North Indian Main Course,Paneer Dishes,2106,5,454.99,647.28,29.71,2023-01-02T00:00:00
1485,Masala Mutton Makhani,NOR-MUT-01485,North Indian Main Course,Mutton Delicacies,2106,5,410.02,534.86,23.34,2022-01-15T00:00:00
1486,Spicy Paneer Lababdar,NOR-PAN-01486,North Indian Main Course,Paneer Dishes,2106,5,213.12,277.08,23.08,2023-04-17T00:00:00
1487,Classic Dal Roganjosh,NOR-DAL-01487,North Indian Main Course,Dal & Lentils,2106,5,304.51,394.57,22.82,2022-11-07T00:00:00
1488,Tandoori Dal Makhani,NOR-DAL-01488,North Indian Main Course,Dal & Lentils,2106,5,236.0,331.66,28.84,2023-09-04T00:00:00
1489,Classic Paneer Roganjosh,NOR-PAN-01489,North Indian Main Course,Paneer Dishes,2106,5,431.5,543.64,20.63,2023-08-06T00:00:00
1490,Crispy Dal Korma,NOR-DAL-01490,North Indian Main Course,Dal & Lentils,2106,5,469.19,589.87,20.46,2022-04-21T00:00:00
1491,Masala Paneer Butter Masala,NOR-PAN-01491,North Indian Main Course,Paneer Dishes,2106,5,346.49,481.92,28.1,2022-10-31T00:00:00
1492,Crispy Mutton Roganjosh,NOR-MUT-01492,North Indian Main Course,Mutton Delicacies,2106,5,449.84,566.98,20.66,2023-07-26T00:00:00
1493,Butter Dal Tikka Masala,NOR-DAL-01493,North Indian Main Course,Dal & Lentils,2106,5,303.1,402.08,24.62,2022-08-18T00:00:00
1494,Spicy Chicken Do Pyaza,NOR-CHI-01494,North Indian Main Course,Chicken Curries,2106,5,437.44,583.26,25.0,2022-08-23T00:00:00
1495,Masala Vegetable Korma,NOR-VEG-01495,North Indian Main Course,Vegetable Curries,2106,5,428.79,546.29,21.51,2023-10-28T00:00:00
1496,Crispy Dal Do Pyaza,NOR-DAL-01496,North Indian Main Course,Dal & Lentils,2106,5,342.89,445.97,23.11,2023-02-25T00:00:00
1497,Hyderabadi Dal Makhani,NOR-DAL-01497,North Indian Main Course,Dal & Lentils,2106,5,341.26,442.96,22.96,2022-11-12T00:00:00
1498,Crispy Paneer Korma,NOR-PAN-01498,North Indian Main Course,Paneer Dishes,2106,5,417.8,579.43,27.89,2023-04-16T00:00:00
1499,Spicy Paneer Lababdar,NOR-PAN-01499,North Indian Main Course,Paneer Dishes,2106,5,392.86,538.23,27.01,2022-01-26T00:00:00
1500,Special Vegetable Saag,NOR-VEG-01500,North Indian Main Course,Vegetable Curries,2106,5,290.49,378.34,23.22,2022-12-11T00:00:00
1501,Tandoori Mutton Tikka Masala,NOR-MUT-01501,North Indian Main Course,Mutton Delicacies,2106,5,332.41,456.42,27.17,2023-05-17T00:00:00
1502,Tandoori Dal Tikka Masala,NOR-DAL-01502,North Indian Main Course,Dal & Lentils,2106,5,227.66,293.67,22.48,2022-04-17T00:00:00
1503,Masala Paneer Lababdar,NOR-PAN-01503,North Indian Main Course,Paneer Dishes,2106,5,385.22,508.4,24.23,2022-09-06T00:00:00
1504,Masala Mutton Korma,NOR-MUT-01504,North Indian Main Course,Mutton Delicacies,2106,5,254.42,326.0,21.96,2023-05-16T00:00:00
1505,Crispy Paneer Tikka Masala,NOR-PAN-01505,North Indian Main Course,Paneer Dishes,2106,5,413.89,518.11,20.12,2023-07-04T00:00:00
1506,Tandoori Mutton Korma,NOR-MUT-01506,North Indian Main Course,Mutton Delicacies,2106,5,439.71,619.65,29.04,2022-08-04T00:00:00
1507,Special Vegetable Tikka Masala,NOR-VEG-01507,North Indian Main Course,Vegetable Curries,2106,5,491.07,641.91,23.5,2022-04-04T00:00:00
1508,Spicy Mutton Saag,NOR-MUT-01508,North Indian Main Course,Mutton Delicacies,2106,5,242.36,340.45,28.81,2022-10-22T00:00:00
1509,Masala Mutton Korma,NOR-MUT-01509,North Indian Main Course,Mutton Delicacies,2106,5,374.41,507.65,26.25,2022-01-15T00:00:00
1510,Hyderabadi Paneer Saag,NOR-PAN-01510,North Indian Main Course,Paneer Dishes,2106,5,270.04,352.84,23.47,2022-11-21T00:00:00
1511,Classic Paneer Tikka Masala,NOR-PAN-01511,North Indian Main Course,Paneer Dishes,2106,5,205.11,273.88,25.11,2022-01-17T00:00:00
1512,Butter Dal Butter Masala,NOR-DAL-01512,North Indian Main Course,Dal & Lentils,2106,5,383.88,480.61,20.13,2022-07-29T00:00:00
1513,Classic Chicken Korma,NOR-CHI-01513,North Indian Main Course,Chicken Curries,2106,5,317.93,397.42,20.0,2022-09-14T00:00:00
1514,Spicy Chicken Tikka Masala,NOR-CHI-01514,North Indian Main Course,Chicken Curries,2106,5,287.99,373.34,22.86,2022-05-31T00:00:00
1515,Tandoori Vegetable Butter Masala,NOR-VEG-01515,North Indian Main Course,Vegetable Curries,2106,5,313.84,401.46,21.83,2022-06-08T00:00:00
1516,Classic Mutton Tikka Masala,NOR-MUT-01516,North Indian Main Course,Mutton Delicacies,2106,5,395.65,548.94,27.92,2022-01-27T00:00:00
1517,Spicy Paneer Korma,NOR-PAN-01517,North Indian Main Course,Paneer Dishes,2106,5,180.36,242.18,25.53,2023-01-15T00:00:00
1518,Special Paneer Korma,NOR-PAN-01518,North Indian Main Course,Paneer Dishes,2106,5,364.1,475.78,23.47,2023-09-04T00:00:00
1519,Masala Dal Butter Masala,NOR-DAL-01519,North Indian Main Course,Dal & Lentils,2106,5,195.71,274.69,28.75,2023-01-31T00:00:00
1520,Amritsari Chicken Korma,NOR-CHI-01520,North Indian Main Course,Chicken Curries,2106,5,328.5,413.45,20.55,2023-12-02T00:00:00
1521,Masala Vegetable Butter Masala,NOR-VEG-01521,North Indian Main Course,Vegetable Curries,2106,5,472.18,627.95,24.81,2023-02-05T00:00:00
1522,Hyderabadi Dal Korma,NOR-DAL-01522,North Indian Main Course,Dal & Lentils,2106,5,366.75,476.6,23.05,2022-06-15T00:00:00
1523,Amritsari Chicken Makhani,NOR-CHI-01523,North Indian Main Course,Chicken Curries,2106,5,400.03,522.05,23.37,2023-10-18T00:00:00
1524,Special Vegetable Makhani,NOR-VEG-01524,North Indian Main Course,Vegetable Curries,2106,5,234.17,298.08,21.44,2023-04-26T00:00:00
1525,Amritsari Vegetable Makhani,NOR-VEG-01525,North Indian Main Course,Vegetable Curries,2106,5,351.23,482.63,27.23,2022-03-05T00:00:00
1526,Classic Mutton Do Pyaza,NOR-MUT-01526,North Indian Main Course,Mutton Delicacies,2106,5,265.36,346.88,23.5,2023-06-18T00:00:00
1527,Hyderabadi Mutton Tikka Masala,NOR-MUT-01527,North Indian Main Course,Mutton Delicacies,2106,5,481.58,627.34,23.23,2023-07-09T00:00:00
1528,Butter Dal Tikka Masala,NOR-DAL-01528,North Indian Main Course,Dal & Lentils,2106,5,362.1,498.12,27.31,2022-02-22T00:00:00
1529,Crispy Vegetable Korma,NOR-VEG-01529,North Indian Main Course,Vegetable Curries,2106,5,294.77,412.07,28.47,2022-09-14T00:00:00
1530,Special Mutton Makhani,NOR-MUT-01530,North Indian Main Course,Mutton Delicacies,2106,5,193.64,271.79,28.75,2023-08-12T00:00:00
1531,Tandoori Dal Tikka Masala,NOR-DAL-01531,North Indian Main Course,Dal & Lentils,2106,5,265.86,375.04,29.11,2022-12-26T00:00:00
1532,Spicy Chicken Makhani,NOR-CHI-01532,North Indian Main Course,Chicken Curries,2106,5,249.99,352.2,29.02,2023-04-19T00:00:00
1533,Classic Mutton Tikka Masala,NOR-MUT-01533,North Indian Main Course,Mutton Delicacies,2106,5,241.16,312.05,22.72,2023-01-23T00:00:00
1534,Hyderabadi Dal Tikka Masala,NOR-DAL-01534,North Indian Main Course,Dal & Lentils,2106,5,351.81,456.87,23.0,2023-02-17T00:00:00
1535,Masala Dal Tikka Masala,NOR-DAL-01535,North Indian Main Course,Dal & Lentils,2106,5,435.69,607.59,28.29,2022-10-30T00:00:00
1536,Crispy Vegetable Saag,NOR-VEG-01536,North Indian Main Course,Vegetable Curries,2106,5,310.41,435.51,28.72,2023-11-23T00:00:00
1537,Spicy Dal Korma,NOR-DAL-01537,North Indian Main Course,Dal & Lentils,2106,5,225.88,298.49,24.33,2023-03-04T00:00:00
1538,Crispy Paneer Makhani,NOR-PAN-01538,North Indian Main Course,Paneer Dishes,2106,5,384.32,518.07,25.82,2022-08-21T00:00:00
1539,Hyderabadi Vegetable Roganjosh,NOR-VEG-01539,North Indian Main Course,Vegetable Curries,2106,5,425.65,567.37,24.98,2023-02-23T00:00:00
1540,Amritsari Mutton Makhani,NOR-MUT-01540,North Indian Main Course,Mutton Delicacies,2106,5,286.92,365.13,21.42,2023-01-24T00:00:00
1541,Crispy Mutton Tikka Masala,NOR-MUT-01541,North Indian Main Course,Mutton Delicacies,2106,5,353.99,500.22,29.23,2023-04-01T00:00:00
1542,Spicy Paneer Butter Masala,NOR-PAN-01542,North Indian Main Course,Paneer Dishes,2106,5,200.13,274.68,27.14,2022-07-16T00:00:00
1543,Tandoori Paneer Korma,NOR-PAN-01543,North Indian Main Course,Paneer Dishes,2106,5,328.15,436.66,24.85,2022-01-08T00:00:00
1544,Classic Dal Saag,NOR-DAL-01544,North Indian Main Course,Dal & Lentils,2106,5,176.66,245.7,28.1,2023-11-25T00:00:00
1545,Amritsari Mutton Roganjosh,NOR-MUT-01545,North Indian Main Course,Mutton Delicacies,2106,5,263.23,340.13,22.61,2022-06-10T00:00:00
1546,Special Dal Lababdar,NOR-DAL-01546,North Indian Main Course,Dal & Lentils,2106,5,487.72,635.51,23.26,2022-06-14T00:00:00
1547,Spicy Vegetable Tikka Masala,NOR-VEG-01547,North Indian Main Course,Vegetable Curries,2106,5,278.55,390.49,28.67,2022-12-06T00:00:00
1548,Tandoori Paneer Lababdar,NOR-PAN-01548,North Indian Main Course,Paneer Dishes,2106,5,291.56,395.43,26.27,2023-08-09T00:00:00
