sale_id,customer_id,sale_date,subtotal,gst_amount,total_amount,payment_method,payment_status,amount_paid,amount_due,region,city
27420,5115,2024-01-08T12:57:00,1422.18,71.11,1493.29,credit,paid,1493.29,0.0,West,Ahmedabad
27421,48278,2025-12-06T16:28:00,3348.52,167.43,3515.95,upi,paid,3515.95,0.0,South,Mysore
27422,77617,2024-04-28T08:31:00,718.93,62.54,781.47,credit,partial,329.01,452.46,West,Surat
27423,42092,2025-05-28T14:43:00,538.62,96.95,635.57,credit,partial,398.13,237.44,South,Mysore
27424,55990,2024-03-09T19:48:00,1286.69,64.33,1351.02,credit,paid,1351.02,0.0,South,Chennai
27425,35549,2025-01-10T18:41:00,1138.78,56.94,1195.72,credit,partial,426.92,768.8,South,Kochi
27426,5901,2025-12-17T10:37:00,1730.16,114.11,1844.27,credit,partial,945.54,898.73,West,Surat
27427,11734,2024-05-12T20:42:00,624.5,75.32,699.82,credit,partial,309.14,390.68,North,Amritsar
27428,75539,2024-10-13T18:31:00,585.1,29.26,614.36,cash,paid,614.36,0.0,South,Hyderabad
27429,85791,2024-09-27T20:35:00,610.16,30.51,640.67,cash,paid,640.67,0.0,North,Delhi
27430,83358,2025-01-19T16:25:00,2121.64,106.08,2227.72,credit,paid,2227.72,0.0,North,Gurgaon
27431,81703,2024-07-20T16:02:00,2916.49,145.82,3062.31,cash,paid,3062.31,0.0,South,Mysore
27432,91422,2024-05-23T18:37:00,913.26,45.66,958.92,credit,partial,446.67,512.25,West,Goa
27433,83701,2025-07-20T11:20:00,2354.93,186.3,2541.23,credit,partial,876.01,1665.22,North,Noida
27434,84764,2025-06-16T09:01:00,1451.43,72.57,1524.0,cash,paid,1524.0,0.0,South,Coimbatore
27435,69756,2025-02-24T11:27:00,253.34,12.67,266.01,cash,paid,266.01,0.0,West,Pune
27436,79001,2025-02-08T20:17:00,1584.04,103.93,1687.97,cash,paid,1687.97,0.0,North,Chandigarh
27437,2160,2025-08-05T19:12:00,1484.74,74.24,1558.98,cash,paid,1558.98,0.0,South,Kochi
27438,29046,2025-01-07T13:17:00,225.38,11.27,236.65,credit,partial,75.93,160.72,North,Delhi
27439,22017,2025-09-03T18:58:00,611.83,30.59,642.42,cash,paid,642.42,0.0,West,Surat
27440,82298,2024-02-08T08:55:00,537.21,96.7,633.91,credit,paid,633.91,0.0,North,Delhi
27441,11148,2025-01-19T14:20:00,879.27,43.96,923.23,credit,partial,549.18,374.05,North,Delhi
27442,3550,2024-06-21T20:30:00,273.74,13.69,287.43,credit,paid,287.43,0.0,South,Kochi
27443,68013,2024-11-23T10:22:00,2908.69,217.61,3126.3,credit,partial,2179.15,947.15,West,Mumbai
27444,75554,2024-07-27T10:02:00,1473.86,73.69,1547.55,cash,paid,1547.55,0.0,South,Hyderabad
27445,86452,2024-12-01T10:48:00,2275.36,131.64,2407.0,credit,partial,1529.88,877.12,West,Ahmedabad
27446,21062,2025-06-12T18:40:00,1945.77,97.29,2043.06,credit,paid,2043.06,0.0,North,Amritsar
27447,72134,2024-06-29T08:58:00,1065.44,53.27,1118.71,credit,partial,483.25,635.46,East,Guwahati
27448,87591,2024-07-01T11:07:00,323.6,58.25,381.85,credit,paid,381.85,0.0,North,Noida
27449,95757,2025-01-17T21:20:00,1071.83,128.26,1200.09,cash,paid,1200.09,0.0,West,Goa
27450,8589,2024-10-15T13:06:00,456.56,82.18,538.74,credit,paid,538.74,0.0,North,Gurgaon
27451,86946,2024-02-24T09:19:00,1531.82,125.23,1657.05,upi,paid,1657.05,0.0,North,Chandigarh
27452,68195,2024-08-12T11:39:00,671.79,89.13,760.92,cash,paid,760.92,0.0,East,Kolkata
27453,27628,2025-06-15T08:22:00,1241.4,103.94,1345.34,upi,paid,1345.34,0.0,West,Mumbai
27454,68877,2024-04-18T17:10:00,1311.65,199.2,1510.85,credit,partial,526.55,984.3,South,Bangalore
27455,60004,2024-10-09T20:04:00,1575.99,117.07,1693.06,upi,paid,1693.06,0.0,North,Delhi
27456,53059,2025-11-18T13:36:00,668.79,33.44,702.23,cash,paid,702.23,0.0,North,Delhi
27457,90851,2024-11-03T20:29:00,1801.17,102.33,1903.5,credit,partial,1320.63,582.87,South,Mysore
27458,23385,2024-01-08T19:03:00,2079.5,127.63,2207.13,cash,paid,2207.13,0.0,North,Delhi
27459,51206,2025-06-26T18:15:00,443.72,79.87,523.59,cash,paid,523.59,0.0,East,Guwahati
27460,86692,2024-05-11T18:10:00,755.82,37.79,793.61,credit,partial,251.01,542.6,North,Delhi
27461,24624,2024-04-15T19:02:00,1497.18,74.86,1572.04,cash,paid,1572.04,0.0,North,Chandigarh
27462,80074,2024-12-09T20:04:00,1804.9,174.47,1979.37,credit,paid,1979.37,0.0,North,Amritsar
27463,71993,2024-03-13T18:26:00,652.68,32.63,685.31,upi,paid,685.31,0.0,North,Lucknow
27464,38712,2024-02-11T18:54:00,249.44,44.9,294.34,cash,paid,294.34,0.0,South,Chennai
27465,8509,2025-06-24T18:15:00,813.42,40.67,854.09,cash,paid,854.09,0.0,West,Pune
27466,330,2025-11-29T10:27:00,380.96,68.57,449.53,credit,partial,152.12,297.41,East,Kolkata
27467,9262,2025-04-10T18:14:00,561.09,50.31,611.4,upi,paid,611.4,0.0,North,Lucknow
27468,95795,2024-02-16T16:51:00,276.88,13.84,290.72,cash,paid,290.72,0.0,North,Chandigarh
27469,45261,2024-01-31T18:34:00,976.92,88.69,1065.61,cash,paid,1065.61,0.0,East,Kolkata
27470,87068,2025-05-25T19:06:00,1642.86,82.14,1725.0,upi,paid,1725.0,0.0,North,Amritsar
27471,89936,2025-01-21T19:02:00,1362.42,105.83,1468.25,credit,paid,1468.25,0.0,West,Mumbai
27472,45324,2024-11-14T08:58:00,209.6,10.48,220.08,credit,partial,118.19,101.89,South,Kochi
27473,16984,2025-01-09T17:04:00,803.61,40.18,843.79,cash,paid,843.79,0.0,South,Bangalore
27474,89312,2025-08-04T21:18:00,1979.46,228.85,2208.31,credit,paid,2208.31,0.0,West,Pune
27475,50848,2025-11-22T19:19:00,1396.67,69.83,1466.5,credit,paid,1466.5,0.0,South,Mysore
27476,30052,2025-08-09T16:48:00,644.24,32.21,676.45,credit,paid,676.45,0.0,South,Kochi
27477,33246,2025-12-26T12:26:00,352.91,17.65,370.56,cash,paid,370.56,0.0,North,Jaipur
27478,2396,2025-03-31T13:02:00,778.03,38.9,816.93,credit,partial,393.47,423.46,North,Delhi
27479,96629,2025-04-29T22:46:00,1461.46,73.07,1534.53,credit,partial,833.94,700.59,North,Chandigarh
27480,86300,2024-08-21T11:37:00,601.84,108.33,710.17,credit,paid,710.17,0.0,North,Delhi
27481,96077,2024-02-03T12:08:00,2566.45,128.32,2694.77,cash,paid,2694.77,0.0,East,Kolkata
27482,14761,2024-07-14T14:58:00,1425.3,71.27,1496.57,upi,paid,1496.57,0.0,South,Bangalore
27483,33077,2024-01-26T09:21:00,2473.78,123.69,2597.47,card,paid,2597.47,0.0,South,Bangalore
27484,52122,2024-10-17T19:02:00,759.05,37.95,797.0,credit,paid,797.0,0.0,North,Chandigarh
27485,51512,2025-05-24T10:12:00,1009.94,50.5,1060.44,credit,paid,1060.44,0.0,North,Amritsar
27486,11235,2025-01-29T11:55:00,1781.4,89.07,1870.47,upi,paid,1870.47,0.0,East,Bhubaneswar
27487,8165,2025-10-05T13:50:00,2690.4,134.52,2824.92,credit,paid,2824.92,0.0,South,Bangalore
27488,85181,2024-12-18T11:01:00,1556.52,77.83,1634.35,credit,paid,1634.35,0.0,South,Coimbatore
27489,25581,2024-12-25T19:21:00,1090.74,54.54,1145.28,credit,paid,1145.28,0.0,North,Chandigarh
27490,23898,2025-07-09T15:48:00,652.06,32.6,684.66,credit,paid,684.66,0.0,West,Ahmedabad
27491,29963,2024-08-01T14:11:00,329.69,16.48,346.17,credit,partial,239.82,106.35,West,Goa
27492,34483,2024-04-21T11:13:00,1160.31,117.74,1278.05,credit,partial,851.6,426.45,North,Lucknow
27493,49598,2025-05-03T13:33:00,1714.68,85.73,1800.41,credit,partial,687.02,1113.39,North,Chandigarh
27494,63986,2025-08-18T14:03:00,1667.11,197.9,1865.01,cash,paid,1865.01,0.0,North,Gurgaon
27495,86119,2025-10-17T16:25:00,548.56,98.74,647.3,upi,paid,647.3,0.0,North,Amritsar
27496,27900,2024-07-09T19:17:00,822.56,41.13,863.69,credit,paid,863.69,0.0,South,Kochi
27497,41355,2024-04-12T14:20:00,393.82,19.69,413.51,credit,paid,413.51,0.0,North,Gurgaon
27498,56898,2024-02-27T20:51:00,1601.41,80.07,1681.48,cash,paid,1681.48,0.0,South,Chennai
27499,38122,2024-04-11T20:50:00,2310.21,115.51,2425.72,cash,paid,2425.72,0.0,West,Surat
27500,16291,2024-03-25T10:03:00,2120.66,151.54,2272.2,cash,paid,2272.2,0.0,West,Pune
27501,7741,2025-11-21T19:21:00,2689.68,134.48,2824.16,credit,partial,1063.42,1760.74,East,Guwahati
27502,98605,2024-05-19T18:16:00,299.51,14.98,314.49,credit,partial,202.44,112.05,East,Guwahati
27503,36416,2025-05-10T20:45:00,145.95,7.3,153.25,credit,partial,55.39,97.86,East,Guwahati
27504,1142,2024-03-18T15:42:00,2158.84,107.94,2266.78,cash,paid,2266.78,0.0,North,Chandigarh
27505,51036,2025-09-18T09:01:00,855.66,42.78,898.44,cash,paid,898.44,0.0,South,Kochi
27506,56675,2025-01-12T10:25:00,1784.24,89.21,1873.45,cash,paid,1873.45,0.0,South,Coimbatore
27507,91428,2025-01-16T19:20:00,1735.94,86.8,1822.74,upi,paid,1822.74,0.0,North,Delhi
27508,28297,2024-12-22T19:50:00,377.92,18.9,396.82,credit,paid,396.82,0.0,North,Gurgaon
27509,16096,2025-10-21T22:24:00,160.83,28.95,189.78,upi,paid,189.78,0.0,South,Kochi
27510,36321,2024-11-04T12:53:00,2296.11,127.41,2423.52,credit,paid,2423.52,0.0,South,Kochi
27511,39148,2025-12-20T10:34:00,787.02,39.35,826.37,cash,paid,826.37,0.0,South,Bangalore
27512,42048,2025-01-16T12:21:00,1856.25,92.81,1949.06,credit,partial,1190.03,759.03,South,Hyderabad
27513,6775,2025-11-15T10:57:00,3819.69,226.87,4046.56,upi,paid,4046.56,0.0,East,Guwahati
27514,43925,2024-03-06T15:11:00,2151.09,107.55,2258.64,credit,partial,948.23,1310.41,North,Amritsar
27515,86516,2024-05-28T14:15:00,472.72,59.07,531.79,cash,paid,531.79,0.0,North,Noida
27516,10090,2024-08-17T15:57:00,697.29,34.86,732.15,cash,paid,732.15,0.0,South,Mysore
27517,76082,2024-07-28T15:58:00,1202.51,196.78,1399.29,card,paid,1399.29,0.0,West,Surat
27518,18697,2024-06-30T17:06:00,1224.88,61.24,1286.12,credit,partial,703.39,582.73,North,Jaipur
27519,10389,2025-10-27T08:15:00,1644.68,82.23,1726.91,credit,paid,1726.91,0.0,South,Bangalore
27520,2437,2024-11-01T15:02:00,2026.12,131.19,2157.31,cash,paid,2157.31,0.0,South,Bangalore
27521,27482,2025-10-25T20:14:00,1202.82,60.14,1262.96,upi,paid,1262.96,0.0,West,Surat
27522,4421,2024-09-24T18:05:00,692.6,34.63,727.23,credit,partial,383.63,343.6,West,Ahmedabad
27523,42508,2025-01-10T13:39:00,976.11,48.81,1024.92,cash,paid,1024.92,0.0,West,Pune
27524,57030,2024-03-14T18:32:00,1421.45,71.07,1492.52,credit,paid,1492.52,0.0,North,Chandigarh
27525,42311,2025-12-24T20:57:00,1905.74,95.29,2001.03,credit,paid,2001.03,0.0,East,Kolkata
27526,86183,2024-10-18T11:18:00,1929.62,146.03,2075.65,credit,paid,2075.65,0.0,North,Gurgaon
27527,68540,2025-07-13T08:33:00,1645.48,82.27,1727.75,cash,paid,1727.75,0.0,North,Chandigarh
27528,62126,2024-10-14T09:32:00,1862.8,93.14,1955.94,cash,paid,1955.94,0.0,South,Kochi
27529,48594,2024-02-03T15:16:00,1880.56,153.43,2033.99,credit,partial,1146.15,887.84,West,Goa
27530,12596,2024-03-11T19:58:00,2149.23,107.46,2256.69,credit,paid,2256.69,0.0,South,Chennai
27531,14724,2024-01-18T13:33:00,365.86,65.85,431.71,credit,partial,224.95,206.76,South,Chennai
27532,12002,2025-05-13T15:49:00,160.06,8.0,168.06,credit,partial,61.78,106.28,South,Mysore
27533,28474,2025-05-16T10:58:00,1574.15,111.16,1685.31,credit,partial,540.99,1144.32,East,Kolkata
27534,85589,2025-06-03T16:40:00,870.42,43.52,913.94,credit,paid,913.94,0.0,West,Ahmedabad
27535,18322,2024-05-19T21:20:00,699.21,34.96,734.17,credit,partial,454.11,280.06,South,Bangalore
27536,85166,2024-07-11T19:54:00,272.62,13.63,286.25,cash,paid,286.25,0.0,North,Noida
27537,60650,2024-03-15T10:46:00,393.72,19.69,413.41,card,paid,413.41,0.0,North,Gurgaon
27538,25391,2024-07-27T18:22:00,520.87,26.04,546.91,credit,paid,546.91,0.0,West,Goa
27539,18354,2025-01-27T20:46:00,665.98,88.55,754.53,credit,partial,372.82,381.71,North,Jaipur
27540,81092,2025-07-01T16:19:00,715.54,59.52,775.06,cash,paid,775.06,0.0,South,Mysore
27541,56689,2024-06-17T22:20:00,662.55,119.26,781.81,upi,paid,781.81,0.0,North,Lucknow
27542,86877,2025-04-21T13:08:00,405.69,20.28,425.97,credit,paid,425.97,0.0,East,Guwahati
27543,85931,2024-01-29T17:20:00,250.23,45.04,295.27,cash,paid,295.27,0.0,South,Chennai
27544,37933,2025-04-01T20:22:00,443.36,22.17,465.53,card,paid,465.53,0.0,West,Pune
27545,39547,2024-10-30T17:54:00,1558.53,101.76,1660.29,credit,paid,1660.29,0.0,North,Delhi
27546,79558,2024-10-05T19:41:00,1172.93,115.43,1288.36,credit,paid,1288.36,0.0,West,Surat
27547,4397,2024-09-11T16:19:00,1563.59,78.18,1641.77,cash,paid,1641.77,0.0,South,Mysore
27548,78088,2024-03-10T19:25:00,1942.28,187.12,2129.4,credit,paid,2129.4,0.0,South,Mysore
27549,17228,2024-12-16T13:21:00,822.87,41.14,864.01,credit,paid,864.01,0.0,North,Jaipur
27550,65676,2025-11-29T12:09:00,497.1,24.86,521.96,card,paid,521.96,0.0,North,Lucknow
27551,29107,2024-02-11T08:38:00,1741.92,87.1,1829.02,credit,partial,565.22,1263.8,South,Chennai
27552,93231,2025-10-28T15:08:00,797.49,39.87,837.36,credit,paid,837.36,0.0,North,Jaipur
27553,68139,2024-01-09T10:40:00,791.13,142.4,933.53,credit,partial,621.64,311.89,West,Goa
27554,66720,2024-08-17T18:54:00,2670.21,241.48,2911.69,credit,partial,1892.32,1019.37,West,Surat
27555,37173,2025-08-24T09:54:00,393.44,19.67,413.11,upi,paid,413.11,0.0,North,Amritsar
27556,53864,2025-07-21T19:24:00,978.77,176.18,1154.95,cash,paid,1154.95,0.0,North,Chandigarh
27557,27236,2024-10-11T08:28:00,295.66,53.22,348.88,credit,partial,183.2,165.68,North,Gurgaon
27558,59861,2025-08-08T20:01:00,180.97,9.05,190.02,cash,paid,190.02,0.0,North,Amritsar
27559,88482,2024-10-18T14:59:00,1148.04,57.4,1205.44,credit,paid,1205.44,0.0,East,Guwahati
27560,18972,2024-05-06T16:16:00,1345.79,140.05,1485.84,credit,partial,744.05,741.79,West,Mumbai
27561,93982,2024-06-24T18:01:00,362.49,18.12,380.61,upi,paid,380.61,0.0,South,Kochi
27562,63016,2025-07-02T18:17:00,1412.29,126.41,1538.7,credit,paid,1538.7,0.0,East,Kolkata
27563,24580,2024-11-03T19:57:00,1032.64,97.07,1129.71,upi,paid,1129.71,0.0,West,Surat
27564,26744,2025-08-29T11:03:00,1192.66,75.71,1268.37,credit,partial,470.52,797.85,North,Gurgaon
27565,40832,2025-10-12T11:43:00,1672.05,83.6,1755.65,cash,paid,1755.65,0.0,West,Mumbai
27566,52564,2025-04-02T18:23:00,1465.09,73.25,1538.34,cash,paid,1538.34,0.0,West,Ahmedabad
27567,71953,2025-11-12T19:01:00,2616.6,190.26,2806.86,cash,paid,2806.86,0.0,North,Lucknow
27568,89534,2025-02-07T15:02:00,1282.24,110.42,1392.66,credit,partial,830.71,561.95,East,Bhubaneswar
27569,77920,2024-01-05T20:34:00,943.82,47.19,991.01,cash,paid,991.01,0.0,North,Chandigarh
27570,64140,2025-02-05T17:50:00,216.54,10.83,227.37,cash,paid,227.37,0.0,North,Gurgaon
27571,64832,2024-04-19T18:33:00,1505.08,75.25,1580.33,cash,paid,1580.33,0.0,South,Bangalore
27572,17916,2025-10-27T08:28:00,358.65,17.93,376.58,credit,partial,179.57,197.01,West,Surat
27573,25318,2024-12-15T18:21:00,2266.28,192.37,2458.65,cash,paid,2458.65,0.0,West,Mumbai
27574,49774,2024-08-09T15:49:00,820.24,41.01,861.25,credit,paid,861.25,0.0,East,Bhubaneswar
27575,18906,2024-11-26T19:11:00,421.72,21.09,442.81,cash,paid,442.81,0.0,North,Amritsar
27576,9031,2024-07-08T14:43:00,279.4,13.97,293.37,upi,paid,293.37,0.0,South,Chennai
27577,12250,2024-11-25T20:57:00,995.6,49.78,1045.38,upi,paid,1045.38,0.0,South,Bangalore
27578,76880,2024-10-11T08:16:00,318.99,15.95,334.94,cash,paid,334.94,0.0,South,Hyderabad
27579,29884,2025-04-30T19:57:00,968.99,48.45,1017.44,credit,partial,344.3,673.14,South,Bangalore
27580,97130,2025-08-28T13:43:00,596.25,29.81,626.06,credit,paid,626.06,0.0,South,Mysore
27581,67075,2025-10-29T18:45:00,2207.6,110.38,2317.98,upi,paid,2317.98,0.0,South,Coimbatore
27582,60904,2025-02-22T10:11:00,2504.72,153.7,2658.42,credit,paid,2658.42,0.0,West,Mumbai
27583,32636,2024-08-04T09:32:00,564.42,70.1,634.52,cash,paid,634.52,0.0,West,Ahmedabad
27584,23136,2024-04-10T11:37:00,651.2,32.56,683.76,credit,partial,404.02,279.74,North,Delhi
27585,89652,2025-11-03T10:46:00,2689.31,134.47,2823.78,cash,paid,2823.78,0.0,East,Guwahati
27586,94763,2025-08-11T11:49:00,904.3,65.75,970.05,credit,paid,970.05,0.0,West,Mumbai
27587,86444,2024-10-22T11:19:00,2336.93,116.85,2453.78,credit,paid,2453.78,0.0,West,Goa
27588,50603,2025-02-10T10:57:00,1013.31,50.67,1063.98,credit,paid,1063.98,0.0,North,Amritsar
27589,92943,2025-06-25T10:15:00,1297.65,64.88,1362.53,cash,paid,1362.53,0.0,North,Noida
27590,63852,2024-01-17T18:41:00,909.54,45.48,955.02,cash,paid,955.02,0.0,South,Kochi
27591,57770,2024-06-14T13:54:00,276.72,13.84,290.56,credit,partial,156.16,134.4,South,Coimbatore
27592,72749,2025-04-16T11:58:00,803.07,40.15,843.22,credit,partial,307.24,535.98,South,Chennai
27593,66775,2025-09-22T10:25:00,901.14,45.06,946.2,cash,paid,946.2,0.0,West,Surat
27594,89990,2024-09-23T16:28:00,2220.12,111.01,2331.13,cash,paid,2331.13,0.0,West,Ahmedabad
27595,23232,2024-12-23T15:55:00,2574.88,128.74,2703.62,upi,paid,2703.62,0.0,East,Kolkata
27596,28221,2024-11-13T18:58:00,740.79,133.34,874.13,cash,paid,874.13,0.0,South,Hyderabad
27597,42537,2024-05-23T20:45:00,1777.09,103.28,1880.37,cash,paid,1880.37,0.0,South,Bangalore
27598,77640,2024-02-08T11:45:00,727.12,36.36,763.48,upi,paid,763.48,0.0,South,Kochi
27599,79212,2024-04-11T13:00:00,1537.75,76.89,1614.64,credit,partial,950.71,663.93,North,Noida
27600,25405,2025-04-03T18:54:00,862.62,43.13,905.75,credit,paid,905.75,0.0,South,Mysore
27601,3856,2025-03-01T09:53:00,756.91,37.85,794.76,cash,paid,794.76,0.0,North,Lucknow
27602,28218,2025-03-01T19:41:00,289.54,14.48,304.02,credit,paid,304.02,0.0,South,Chennai
27603,14372,2025-11-30T08:17:00,1068.76,53.44,1122.2,cash,paid,1122.2,0.0,East,Bhubaneswar
27604,45856,2025-11-11T09:44:00,1983.72,99.19,2082.91,credit,partial,1299.0,783.91,North,Noida
27605,26799,2024-11-03T12:27:00,547.2,27.36,574.56,credit,partial,319.64,254.92,East,Guwahati
27606,15058,2024-01-10T17:58:00,884.18,44.21,928.39,credit,paid,928.39,0.0,South,Kochi
27607,17967,2025-06-05T12:57:00,201.02,36.18,237.2,credit,partial,158.25,78.95,North,Chandigarh
27608,76175,2025-09-22T17:15:00,443.19,22.16,465.35,credit,partial,256.87,208.48,West,Pune
27609,73969,2024-11-05T10:21:00,1733.51,86.68,1820.19,cash,paid,1820.19,0.0,North,Delhi
27610,19602,2025-05-18T12:38:00,617.62,30.88,648.5,cash,paid,648.5,0.0,North,Noida
27611,48063,2024-05-10T20:02:00,2061.78,186.71,2248.48,cash,paid,2248.48,0.0,West,Pune
27612,31003,2024-08-16T17:11:00,506.37,25.32,531.69,card,paid,531.69,0.0,South,Hyderabad
27613,27115,2025-07-02T21:45:00,501.84,90.33,592.17,cash,paid,592.17,0.0,North,Jaipur
27614,11376,2025-12-30T13:20:00,1372.89,68.64,1441.53,credit,partial,956.77,484.76,West,Pune
27615,1088,2025-11-23T20:42:00,1277.92,63.9,1341.82,credit,partial,821.26,520.56,North,Chandigarh
27616,79829,2024-09-23T14:50:00,518.96,25.95,544.91,upi,paid,544.91,0.0,North,Noida
27617,21124,2025-03-30T15:49:00,411.67,20.58,432.25,credit,paid,432.25,0.0,North,Amritsar
27618,35069,2025-01-19T20:19:00,1384.82,69.24,1454.06,cash,paid,1454.06,0.0,South,Bangalore
27619,23637,2025-04-14T19:58:00,499.66,89.94,589.6,card,paid,589.6,0.0,West,Pune
27620,10643,2025-07-26T18:30:00,764.03,65.38,829.41,upi,paid,829.41,0.0,West,Mumbai
27621,32008,2025-01-10T10:41:00,1925.81,96.29,2022.1,credit,paid,2022.1,0.0,South,Hyderabad
27622,20848,2025-01-03T13:39:00,1906.88,220.74,2127.62,upi,paid,2127.62,0.0,West,Ahmedabad
27623,30351,2024-07-30T13:14:00,1803.28,90.16,1893.44,cash,paid,1893.44,0.0,West,Surat
27624,36881,2025-03-20T16:53:00,1496.0,74.8,1570.8,cash,paid,1570.8,0.0,North,Lucknow
27625,62264,2024-01-09T10:31:00,192.51,9.63,202.14,credit,paid,202.14,0.0,East,Kolkata
27626,39466,2024-03-24T13:34:00,1947.56,97.38,2044.94,card,paid,2044.94,0.0,South,Chennai
27627,13591,2024-11-15T11:14:00,867.69,43.38,911.07,cash,paid,911.07,0.0,North,Chandigarh
27628,54181,2025-08-22T10:07:00,389.76,19.49,409.25,cash,paid,409.25,0.0,North,Noida
27629,60061,2025-12-29T20:03:00,679.63,33.98,713.61,credit,partial,228.43,485.18,North,Jaipur
27630,22264,2024-01-23T09:14:00,1316.34,65.82,1382.16,cash,paid,1382.16,0.0,North,Delhi
27631,68706,2024-07-02T19:51:00,1816.47,90.82,1907.29,credit,paid,1907.29,0.0,West,Goa
27632,17153,2024-02-04T18:42:00,608.68,30.43,639.11,upi,paid,639.11,0.0,East,Guwahati
27633,51233,2024-02-14T20:06:00,1568.7,105.5,1674.2,cash,paid,1674.2,0.0,East,Bhubaneswar
27634,31730,2024-09-12T14:41:00,185.28,9.26,194.54,card,paid,194.54,0.0,East,Bhubaneswar
27635,44820,2024-01-20T09:29:00,1775.2,127.53,1902.73,cash,paid,1902.73,0.0,North,Lucknow
27636,9416,2024-08-01T16:22:00,1584.72,79.24,1663.96,upi,paid,1663.96,0.0,North,Gurgaon
27637,70432,2025-12-20T16:20:00,1205.76,60.29,1266.05,upi,paid,1266.05,0.0,West,Ahmedabad
27638,16196,2024-03-02T20:04:00,1658.28,168.03,1826.31,credit,paid,1826.31,0.0,West,Mumbai
27639,42042,2024-02-28T19:38:00,196.62,35.39,232.01,credit,partial,88.8,143.21,South,Kochi
27640,68038,2025-02-04T19:33:00,1875.64,93.78,1969.42,upi,paid,1969.42,0.0,North,Delhi
27641,93778,2024-03-16T11:14:00,301.37,15.07,316.44,cash,paid,316.44,0.0,North,Gurgaon
27642,92290,2024-01-27T14:39:00,2353.59,117.68,2471.27,upi,paid,2471.27,0.0,North,Noida
27643,90922,2024-04-22T18:44:00,820.58,147.7,968.28,credit,paid,968.28,0.0,North,Noida
27644,91319,2024-03-26T19:08:00,605.76,30.29,636.05,cash,paid,636.05,0.0,West,Mumbai
27645,54968,2025-02-22T16:41:00,1347.51,67.38,1414.89,cash,paid,1414.89,0.0,West,Surat
27646,89408,2024-11-11T20:12:00,679.08,33.95,713.03,cash,paid,713.03,0.0,South,Hyderabad
27647,54558,2025-01-10T20:59:00,580.48,29.02,609.5,credit,partial,222.43,387.07,South,Hyderabad
27648,67433,2025-12-04T13:17:00,272.39,40.37,312.76,credit,partial,128.85,183.91,South,Hyderabad
27649,92205,2025-11-28T11:47:00,929.77,110.91,1040.68,credit,partial,514.17,526.51,West,Surat
27650,93630,2025-12-19T10:44:00,448.72,22.44,471.16,credit,partial,219.33,251.83,South,Bangalore
27651,83897,2024-04-22T11:49:00,846.46,42.32,888.78,credit,partial,577.52,311.26,South,Hyderabad
27652,32659,2024-02-24T18:11:00,1075.71,53.79,1129.5,cash,paid,1129.5,0.0,West,Goa
27653,579,2024-09-13T18:20:00,1433.59,111.04,1544.63,upi,paid,1544.63,0.0,South,Kochi
27654,98885,2025-11-14T14:53:00,761.69,38.08,799.77,cash,paid,799.77,0.0,North,Noida
27655,66074,2024-02-22T10:09:00,662.55,33.13,695.68,cash,paid,695.68,0.0,North,Gurgaon
27656,40179,2024-03-13T11:53:00,1333.69,93.13,1426.82,credit,paid,1426.82,0.0,North,Gurgaon
27657,67259,2024-06-13T08:03:00,1767.95,88.4,1856.35,upi,paid,1856.35,0.0,West,Pune
27658,59972,2025-07-18T19:38:00,1049.97,52.5,1102.47,card,paid,1102.47,0.0,South,Mysore
27659,40086,2025-05-03T15:54:00,311.44,15.57,327.01,credit,partial,201.09,125.92,South,Coimbatore
27660,31671,2025-10-10T20:03:00,135.88,6.79,142.67,cash,paid,142.67,0.0,North,Jaipur
27661,53425,2025-10-19T20:12:00,967.64,48.38,1016.02,upi,paid,1016.02,0.0,South,Bangalore
27662,68706,2025-02-13T19:21:00,1849.53,92.48,1942.01,cash,paid,1942.01,0.0,West,Goa
27663,92962,2024-10-15T18:16:00,1404.15,70.21,1474.36,upi,paid,1474.36,0.0,North,Delhi
27664,70596,2024-11-25T08:14:00,1746.73,87.34,1834.07,cash,paid,1834.07,0.0,West,Mumbai
27665,44467,2025-06-15T11:07:00,1495.53,74.78,1570.31,credit,paid,1570.31,0.0,West,Ahmedabad
27666,22083,2025-03-15T20:26:00,1206.82,60.34,1267.16,credit,paid,1267.16,0.0,South,Mysore
27667,47169,2025-04-06T08:15:00,382.6,19.13,401.73,credit,paid,401.73,0.0,East,Guwahati
27668,86296,2024-02-08T22:47:00,1821.99,142.22,1964.21,credit,partial,774.61,1189.6,East,Bhubaneswar
27669,10110,2024-12-31T12:06:00,435.89,21.79,457.68,cash,paid,457.68,0.0,West,Surat
27670,81204,2024-01-29T08:01:00,442.8,22.14,464.94,credit,partial,276.46,188.48,North,Jaipur
27671,86818,2024-12-23T15:43:00,273.04,49.15,322.19,card,paid,322.19,0.0,West,Mumbai
27672,56565,2024-06-27T16:39:00,643.56,32.18,675.74,credit,paid,675.74,0.0,North,Noida
27673,69959,2024-11-04T20:30:00,3342.08,272.23,3614.31,credit,paid,3614.31,0.0,North,Jaipur
27674,7155,2025-12-12T10:01:00,760.21,60.49,820.7,cash,paid,820.7,0.0,North,Lucknow
27675,30104,2024-10-13T18:28:00,673.54,33.68,707.22,credit,paid,707.22,0.0,West,Pune
27676,80605,2024-08-18T10:14:00,1185.13,102.04,1287.17,credit,paid,1287.17,0.0,South,Mysore
