city,date,temperature_high,temperature_low,temperature_avg,precipitation_mm,humidity_percent,condition
Delhi,2024-12-08,20.8,12.5,16.7,0.0,62,sunny
Delhi,2024-12-09,26.7,13.0,18.8,0.0,35,cloudy
Delhi,2024-12-10,24.6,14.5,18.9,0.0,47,partly_cloudy
Delhi,2024-12-11,20.1,9.0,16.7,0.0,53,partly_cloudy
Delhi,2024-12-12,21.7,10.8,18.6,0.0,45,sunny
Delhi,2024-12-13,22.5,14.0,18.5,0.0,65,partly_cloudy
Delhi,2024-12-14,19.0,8.4,15.1,0.0,58,cloudy
Delhi,2024-12-15,21.4,12.7,15.9,0.0,59,sunny
Delhi,2024-12-16,21.2,8.5,15.8,0.0,66,sunny
Delhi,2024-12-17,22.8,9.3,16.9,0.0,62,sunny
Delhi,2024-12-18,20.6,14.0,17.6,0.0,47,partly_cloudy
Delhi,2024-12-19,20.9,10.0,15.7,0.0,48,cloudy
Delhi,2024-12-20,22.4,14.3,17.4,0.0,44,sunny
Delhi,2024-12-21,23.6,13.6,18.7,0.0,32,cloudy
Delhi,2024-12-22,23.5,12.7,16.2,5.6,47,partly_cloudy
Delhi,2024-12-23,22.4,10.8,15.8,0.0,58,cloudy
Delhi,2024-12-24,19.4,9.4,15.5,0.0,37,partly_cloudy
Delhi,2024-12-25,23.1,10.2,16.4,0.0,61,cloudy
Delhi,2024-12-26,19.6,10.9,15.3,0.0,39,partly_cloudy
Delhi,2024-12-27,22.8,10.2,18.0,0.0,37,cloudy
Delhi,2024-12-28,18.9,8.9,15.2,0.0,69,sunny
Delhi,2024-12-29,23.1,12.3,16.8,0.0,40,sunny
Delhi,2024-12-30,25.0,10.3,17.2,0.0,60,sunny
Delhi,2024-12-31,24.1,13.2,18.4,0.0,70,cloudy
Bangalore,2022-01-01,19.3,10.4,15.4,0.0,44,partly_cloudy
Bangalore,2022-01-02,21.5,14.6,17.9,0.0,64,sunny
Bangalore,2022-01-03,21.3,13.6,18.0,0.0,36,partly_cloudy
Bangalore,2022-01-04,18.2,8.5,14.9,0.0,36,sunny
Bangalore,2022-01-05,23.4,11.5,16.7,0.0,33,partly_cloudy
Bangalore,2022-01-06,22.7,9.2,16.3,0.0,58,sunny
Bangalore,2022-01-07,24.8,11.5,17.1,0.0,31,sunny
Bangalore,2022-01-08,20.8,13.2,17.7,0.0,33,cloudy
Bangalore,2022-01-09,22.8,10.0,16.6,0.0,43,cloudy
Bangalore,2022-01-10,17.5,9.4,14.0,0.0,51,cloudy
Bangalore,2022-01-11,23.3,10.4,16.1,0.0,40,cloudy
Bangalore,2022-01-12,22.3,8.3,15.9,0.0,30,cloudy
Bangalore,2022-01-13,17.3,6.2,14.1,0.0,70,sunny
Bangalore,2022-01-14,21.0,10.4,14.1,0.0,41,cloudy
Bangalore,2022-01-15,23.0,8.9,16.4,0.0,32,partly_cloudy
Bangalore,2022-01-16,19.5,9.6,14.8,0.0,45,cloudy
Bangalore,2022-01-17,20.4,11.9,16.5,0.0,62,cloudy
Bangalore,2022-01-18,24.9,10.5,17.4,0.0,56,sunny
Bangalore,2022-01-19,21.9,9.0,15.5,0.0,63,cloudy
Bangalore,2022-01-20,23.3,9.1,16.6,0.0,40,cloudy
Bangalore,2022-01-21,22.5,12.0,16.6,0.0,62,cloudy
Bangalore,2022-01-22,20.5,9.9,15.2,0.0,70,cloudy
Bangalore,2022-01-23,18.7,11.6,14.7,0.0,37,partly_cloudy
Bangalore,2022-01-24,20.5,10.3,16.9,0.0,69,cloudy
Bangalore,2022-01-25,22.7,8.4,14.8,0.0,60,partly_cloudy
Bangalore,2022-01-26,19.9,8.8,15.7,0.0,36,sunny
Bangalore,2022-01-27,22.4,11.5,17.9,0.0,39,cloudy
Bangalore,2022-01-28,20.9,8.7,16.2,0.0,68,sunny
Bangalore,2022-01-29,19.7,8.6,16.1,0.0,61,sunny
Bangalore,2022-01-30,20.2,11.6,15.2,0.0,30,cloudy
Bangalore,2022-01-31,22.9,8.8,15.8,0.0,40,partly_cloudy
Bangalore,2022-02-01,18.7,10.5,15.1,0.0,42,partly_cloudy
Bangalore,2022-02-02,20.7,8.3,15.4,0.0,38,partly_cloudy
Bangalore,2022-02-03,23.6,11.5,16.9,0.0,39,partly_cloudy
Bangalore,2022-02-04,23.7,12.2,17.4,0.0,66,cloudy
Bangalore,2022-02-05,21.2,11.2,15.3,0.0,53,partly_cloudy
Bangalore,2022-02-06,23.4,8.8,16.3,0.0,47,cloudy
Bangalore,2022-02-07,20.0,10.0,14.8,0.0,56,cloudy
Bangalore,2022-02-08,19.7,8.4,15.2,0.0,64,sunny
Bangalore,2022-02-09,23.3,12.8,16.3,8.2,31,cloudy
Bangalore,2022-02-10,18.9,11.1,15.0,0.0,33,cloudy
Bangalore,2022-02-11,21.4,8.3,15.9,0.0,41,cloudy
Bangalore,2022-02-12,22.9,11.1,17.9,0.0,69,cloudy
Bangalore,2022-02-13,23.1,10.3,16.9,0.0,50,sunny
Bangalore,2022-02-14,23.8,11.2,17.5,0.0,44,partly_cloudy
Bangalore,2022-02-15,23.5,10.7,16.8,0.0,56,sunny
Bangalore,2022-02-16,20.6,7.7,14.6,0.0,57,partly_cloudy
Bangalore,2022-02-17,24.9,11.4,17.9,0.0,54,cloudy
Bangalore,2022-02-18,20.2,8.0,15.4,0.0,51,cloudy
Bangalore,2022-02-19,22.9,12.4,15.9,0.0,30,partly_cloudy
Bangalore,2022-02-20,22.7,9.7,16.6,0.0,66,partly_cloudy
Bangalore,2022-02-21,19.1,7.6,14.6,0.0,62,sunny
Bangalore,2022-02-22,21.4,11.4,16.1,0.0,62,partly_cloudy
Bangalore,2022-02-23,20.9,9.0,14.1,0.0,54,partly_cloudy
Bangalore,2022-02-24,19.2,12.4,15.6,0.0,38,sunny
Bangalore,2022-02-25,21.1,12.5,17.5,0.0,69,cloudy
Bangalore,2022-02-26,22.9,9.3,16.8,1.8,58,cloudy
Bangalore,2022-02-27,21.1,9.8,16.5,0.0,45,partly_cloudy
Bangalore,2022-02-28,20.7,9.4,16.4,0.0,61,partly_cloudy
Bangalore,2022-03-01,36.2,25.9,30.7,0.0,36,sunny
Bangalore,2022-03-02,34.3,23.4,29.2,0.0,32,sunny
Bangalore,2022-03-03,36.5,28.6,32.7,0.0,57,partly_cloudy
Bangalore,2022-03-04,37.8,27.2,31.9,0.0,40,cloudy
Bangalore,2022-03-05,35.6,25.5,31.2,0.0,65,sunny
Bangalore,2022-03-06,38.2,25.8,30.5,0.0,51,partly_cloudy
Bangalore,2022-03-07,34.2,22.7,28.7,0.0,58,sunny
Bangalore,2022-03-08,35.5,27.9,31.5,0.0,34,cloudy
Bangalore,2022-03-09,33.8,23.2,28.1,0.0,41,partly_cloudy
Bangalore,2022-03-10,34.8,22.0,29.4,0.0,57,cloudy
Bangalore,2022-03-11,33.9,21.7,27.9,0.0,41,sunny
Bangalore,2022-03-12,35.3,21.8,27.7,6.0,43,sunny
Bangalore,2022-03-13,38.2,24.5,31.4,0.0,31,sunny
Bangalore,2022-03-14,31.7,21.9,28.2,0.0,47,partly_cloudy
Bangalore,2022-03-15,35.1,23.8,30.9,0.0,61,partly_cloudy
Bangalore,2022-03-16,35.3,20.6,27.7,0.0,67,cloudy
Bangalore,2022-03-17,37.2,23.9,29.3,0.0,45,cloudy
Bangalore,2022-03-18,32.1,24.5,28.4,0.0,50,cloudy
Bangalore,2022-03-19,32.3,21.4,28.5,0.0,34,sunny
Bangalore,2022-03-20,32.1,21.5,28.8,0.0,70,sunny
Bangalore,2022-03-21,37.2,26.4,29.7,0.0,65,partly_cloudy
Bangalore,2022-03-22,33.8,24.4,27.5,0.0,62,cloudy
Bangalore,2022-03-23,36.6,28.4,32.0,0.0,42,partly_cloudy
Bangalore,2022-03-24,38.1,23.3,31.0,0.0,67,sunny
Bangalore,2022-03-25,36.5,23.5,30.1,0.0,64,cloudy
Bangalore,2022-03-26,34.3,23.5,30.9,0.0,50,cloudy
Bangalore,2022-03-27,34.9,23.6,29.7,0.0,30,sunny
Bangalore,2022-03-28,36.9,22.4,29.6,0.0,54,cloudy
Bangalore,2022-03-29,36.6,27.9,32.6,0.0,51,cloudy
Bangalore,2022-03-30,36.9,23.2,29.9,7.1,52,cloudy
Bangalore,2022-03-31,37.6,25.3,32.2,0.0,45,cloudy
Bangalore,2022-04-01,35.5,25.7,30.2,0.0,61,sunny
Bangalore,2022-04-02,32.6,24.1,29.0,0.0,34,cloudy
Bangalore,2022-04-03,34.5,22.3,28.5,0.0,68,cloudy
Bangalore,2022-04-04,33.6,21.5,29.1,0.0,30,partly_cloudy
Bangalore,2022-04-05,32.5,21.7,27.4,0.0,65,sunny
Bangalore,2022-04-06,34.9,24.1,28.5,0.0,48,cloudy
Bangalore,2022-04-07,35.7,26.6,29.9,0.0,58,partly_cloudy
Bangalore,2022-04-08,34.3,22.2,28.3,0.0,60,sunny
Bangalore,2022-04-09,36.1,25.4,29.2,0.0,40,partly_cloudy
Bangalore,2022-04-10,36.6,25.7,30.5,0.0,48,cloudy
Bangalore,2022-04-11,35.3,22.6,29.4,0.0,60,partly_cloudy
Bangalore,2022-04-12,32.0,23.4,28.9,0.0,30,partly_cloudy
Bangalore,2022-04-13,37.2,22.2,30.1,0.0,42,cloudy
Bangalore,2022-04-14,33.5,25.8,29.4,9.0,40,partly_cloudy
Bangalore,2022-04-15,34.5,21.2,29.0,0.0,69,sunny
Bangalore,2022-04-16,40.0,28.0,32.6,0.0,50,cloudy
Bangalore,2022-04-17,31.4,24.5,28.2,0.0,45,cloudy
Bangalore,2022-04-18,40.1,26.0,32.5,0.0,37,sunny
Bangalore,2022-04-19,37.9,26.9,31.4,0.0,60,sunny
Bangalore,2022-04-20,35.1,27.9,31.4,0.0,48,cloudy
Bangalore,2022-04-21,35.9,23.5,30.7,0.0,48,cloudy
Bangalore,2022-04-22,35.1,24.4,29.4,0.0,64,cloudy
Bangalore,2022-04-23,36.5,23.9,28.9,0.0,42,cloudy
Bangalore,2022-04-24,33.6,23.2,28.7,0.0,49,cloudy
Bangalore,2022-04-25,36.5,23.6,29.4,7.2,68,sunny
Bangalore,2022-04-26,37.0,24.3,29.8,0.0,43,sunny
Bangalore,2022-04-27,38.4,27.2,31.9,0.0,70,cloudy
Bangalore,2022-04-28,34.7,25.9,29.5,10.0,59,sunny
Bangalore,2022-04-29,32.5,21.0,28.1,0.0,59,cloudy
Bangalore,2022-04-30,31.6,22.7,27.4,0.0,60,cloudy
Bangalore,2022-05-01,33.2,22.8,29.7,0.0,64,cloudy
Bangalore,2022-05-02,34.6,26.3,31.4,0.0,45,partly_cloudy
Bangalore,2022-05-03,36.3,22.2,30.2,0.0,63,partly_cloudy
Bangalore,2022-05-04,34.6,25.8,31.3,0.0,41,sunny
Bangalore,2022-05-05,39.8,24.2,32.1,0.0,44,sunny
Bangalore,2022-05-06,34.7,20.9,27.2,0.0,32,cloudy
Bangalore,2022-05-07,38.1,24.2,30.8,0.0,45,cloudy
Bangalore,2022-05-08,32.3,23.4,27.9,0.0,67,sunny
Bangalore,2022-05-09,36.3,25.6,31.8,0.0,65,sunny
Bangalore,2022-05-10,35.0,20.5,28.3,8.4,66,cloudy
Bangalore,2022-05-11,37.0,28.1,31.9,0.0,42,sunny
Bangalore,2022-05-12,35.5,24.8,31.5,0.0,47,cloudy
Bangalore,2022-05-13,34.6,22.2,27.4,0.0,34,cloudy
Bangalore,2022-05-14,33.8,24.0,28.8,0.0,60,partly_cloudy
Bangalore,2022-05-15,33.6,24.4,28.1,0.0,67,partly_cloudy
Bangalore,2022-05-16,37.6,24.7,30.7,0.0,48,cloudy
Bangalore,2022-05-17,36.3,24.8,31.5,0.0,40,cloudy
Bangalore,2022-05-18,32.9,25.0,29.0,0.0,69,partly_cloudy
Bangalore,2022-05-19,38.2,25.2,30.6,0.0,67,sunny
Bangalore,2022-05-20,33.9,23.2,29.6,0.0,32,sunny
Bangalore,2022-05-21,38.2,29.3,32.8,0.0,50,sunny
Bangalore,2022-05-22,32.5,23.3,28.6,0.0,66,sunny
Bangalore,2022-05-23,35.4,24.1,28.4,0.0,42,partly_cloudy
Bangalore,2022-05-24,37.9,28.3,32.0,0.0,48,sunny
Bangalore,2022-05-25,33.4,25.2,28.8,5.2,43,partly_cloudy
Bangalore,2022-05-26,35.8,25.4,31.9,0.0,45,sunny
Bangalore,2022-05-27,38.3,24.4,32.1,0.0,30,cloudy
Bangalore,2022-05-28,35.4,22.4,27.7,0.0,56,partly_cloudy
Bangalore,2022-05-29,39.8,26.0,31.8,0.0,64,cloudy
Bangalore,2022-05-30,36.0,24.5,30.2,0.0,62,partly_cloudy
Bangalore,2022-05-31,32.9,20.4,28.1,0.0,58,partly_cloudy
Bangalore,2022-06-01,25.9,14.9,21.0,0.0,65,sunny
Bangalore,2022-06-02,26.5,12.9,19.7,0.0,84,sunny
Bangalore,2022-06-03,26.0,13.7,19.5,0.0,84,sunny
Bangalore,2022-06-04,30.0,14.2,22.0,38.3,93,rainy
Bangalore,2022-06-05,27.9,17.1,20.3,0.0,81,cloudy
Bangalore,2022-06-06,29.8,16.2,23.1,0.0,85,cloudy
Bangalore,2022-06-07,29.7,21.0,24.0,39.9,46,rainy
Bangalore,2022-06-08,25.1,13.4,21.0,0.0,67,cloudy
Bangalore,2022-06-09,28.8,21.1,24.4,16.2,88,rainy
Bangalore,2022-06-10,28.6,15.9,22.1,38.1,41,rainy
Bangalore,2022-06-11,26.4,14.1,19.3,0.0,91,cloudy
Bangalore,2022-06-12,28.5,19.5,23.7,0.0,61,sunny
Bangalore,2022-06-13,31.4,18.6,24.8,31.1,76,rainy
Bangalore,2022-06-14,25.3,16.4,19.6,49.6,80,rainy
Bangalore,2022-06-15,28.7,18.2,24.7,0.0,74,cloudy
Bangalore,2022-06-16,27.1,14.2,20.8,43.3,63,rainy
Bangalore,2022-06-17,28.8,15.3,22.5,0.0,93,cloudy
Bangalore,2022-06-18,23.9,13.8,19.2,0.0,76,cloudy
Bangalore,2022-06-19,32.7,17.0,24.7,49.6,80,rainy
Bangalore,2022-06-20,27.6,15.4,21.4,24.5,92,rainy
Bangalore,2022-06-21,24.7,15.1,19.9,34.5,57,rainy
Bangalore,2022-06-22,22.9,14.8,19.9,30.2,40,rainy
Bangalore,2022-06-23,29.1,15.6,21.8,0.0,82,cloudy
Bangalore,2022-06-24,28.7,13.5,20.9,25.6,76,rainy
Bangalore,2022-06-25,24.9,16.5,21.5,29.4,86,rainy
Bangalore,2022-06-26,29.9,20.1,23.4,10.6,59,rainy
Bangalore,2022-06-27,29.3,18.6,23.6,19.1,80,rainy
Bangalore,2022-06-28,28.7,19.8,24.8,0.0,47,sunny
Bangalore,2022-06-29,24.0,15.6,20.2,49.2,92,rainy
Bangalore,2022-06-30,25.5,16.9,21.2,0.0,70,cloudy
Bangalore,2022-07-01,24.9,16.4,21.6,14.6,88,rainy
Bangalore,2022-07-02,29.2,18.8,23.8,30.7,85,rainy
Bangalore,2022-07-03,31.4,19.5,23.8,45.8,80,rainy
Bangalore,2022-07-04,27.4,18.0,22.3,48.9,56,rainy
Bangalore,2022-07-05,27.1,16.2,20.4,0.0,75,sunny
Bangalore,2022-07-06,28.1,19.1,24.1,0.0,52,cloudy
Bangalore,2022-07-07,27.8,17.0,20.9,45.1,64,rainy
Bangalore,2022-07-08,28.3,18.1,22.5,0.0,89,cloudy
Bangalore,2022-07-09,26.5,18.1,23.1,0.0,61,sunny
Bangalore,2022-07-10,31.0,15.4,23.3,44.1,81,rainy
Bangalore,2022-07-11,29.0,14.2,21.9,0.0,77,sunny
Bangalore,2022-07-12,25.7,13.0,19.9,10.1,50,rainy
Bangalore,2022-07-13,24.6,12.4,20.2,38.4,82,rainy
Bangalore,2022-07-14,32.2,20.9,24.9,0.0,70,cloudy
Bangalore,2022-07-15,28.7,17.6,24.5,15.8,82,rainy
Bangalore,2022-07-16,26.9,15.8,20.6,11.8,55,rainy
Bangalore,2022-07-17,28.4,16.1,21.7,0.0,65,cloudy
Bangalore,2022-07-18,31.9,19.2,24.2,22.2,57,rainy
Bangalore,2022-07-19,23.7,15.6,19.9,39.6,64,rainy
Bangalore,2022-07-20,31.2,20.8,24.2,26.9,70,rainy
Bangalore,2022-07-21,27.3,17.9,23.2,10.0,87,rainy
Bangalore,2022-07-22,29.7,18.8,24.3,0.0,88,sunny
Bangalore,2022-07-23,28.2,15.0,21.2,34.0,73,rainy
Bangalore,2022-07-24,29.3,15.9,22.9,0.0,46,cloudy
Bangalore,2022-07-25,24.6,14.5,19.1,0.0,79,sunny
Bangalore,2022-07-26,22.7,12.8,19.5,27.6,76,rainy
Bangalore,2022-07-27,31.3,18.4,24.7,8.7,48,rainy
Bangalore,2022-07-28,26.5,18.4,22.5,8.7,87,rainy
Bangalore,2022-07-29,28.0,16.0,23.2,0.0,84,cloudy
Bangalore,2022-07-30,27.3,19.2,23.6,31.8,83,rainy
Bangalore,2022-07-31,26.2,13.4,19.1,11.7,80,rainy
Bangalore,2022-08-01,28.5,17.5,20.9,43.3,81,rainy
Bangalore,2022-08-02,28.8,17.9,23.2,0.0,65,sunny
Bangalore,2022-08-03,31.8,17.7,24.7,29.4,93,rainy
Bangalore,2022-08-04,28.9,19.2,23.7,0.0,48,sunny
Bangalore,2022-08-05,29.1,16.8,23.8,5.5,46,rainy
Bangalore,2022-08-06,29.2,21.6,24.8,21.0,64,rainy
Bangalore,2022-08-07,26.7,17.6,23.5,47.4,83,rainy
Bangalore,2022-08-08,29.6,16.0,22.1,0.0,61,sunny
Bangalore,2022-08-09,28.6,18.2,24.9,0.0,64,sunny
Bangalore,2022-08-10,25.3,14.9,21.6,41.3,50,rainy
Bangalore,2022-08-11,27.9,17.8,24.9,21.0,47,rainy
Bangalore,2022-08-12,25.6,14.4,20.5,0.0,48,sunny
Bangalore,2022-08-13,28.1,17.1,23.7,0.0,71,cloudy
Bangalore,2022-08-14,29.4,21.2,24.4,30.7,54,rainy
Bangalore,2022-08-15,25.1,18.9,22.0,48.6,84,rainy
Bangalore,2022-08-16,29.6,19.8,24.5,0.0,71,sunny
Bangalore,2022-08-17,30.4,17.5,24.6,0.0,50,sunny
Bangalore,2022-08-18,26.5,15.4,23.0,17.9,84,rainy
Bangalore,2022-08-19,28.7,19.3,24.6,0.0,95,sunny
Bangalore,2022-08-20,27.1,13.3,20.1,41.2,61,rainy
Bangalore,2022-08-21,29.3,18.2,25.0,31.2,84,rainy
Bangalore,2022-08-22,29.2,19.8,23.9,0.0,63,sunny
Bangalore,2022-08-23,29.8,18.7,23.2,0.0,80,cloudy
Bangalore,2022-08-24,31.4,17.8,23.6,27.9,51,rainy
Bangalore,2022-08-25,23.9,14.9,19.4,0.0,76,cloudy
Bangalore,2022-08-26,26.5,16.3,19.5,0.0,55,sunny
Bangalore,2022-08-27,29.2,17.5,24.7,0.0,55,cloudy
Bangalore,2022-08-28,23.9,17.6,20.9,9.1,59,rainy
Bangalore,2022-08-29,27.0,15.8,19.4,0.0,68,sunny
Bangalore,2022-08-30,24.7,14.5,20.4,37.8,80,rainy
Bangalore,2022-08-31,30.6,15.5,23.1,0.0,70,sunny
Bangalore,2022-09-01,24.2,12.7,19.2,15.1,47,rainy
Bangalore,2022-09-02,26.9,17.7,21.2,7.6,44,rainy
Bangalore,2022-09-03,27.6,16.7,23.4,48.5,56,rainy
Bangalore,2022-09-04,26.1,16.5,20.1,0.0,48,sunny
Bangalore,2022-09-05,24.9,18.3,21.5,35.2,58,rainy
Bangalore,2022-09-06,23.9,13.7,20.5,0.0,60,sunny
Bangalore,2022-09-07,29.1,21.5,24.9,40.9,67,rainy
Bangalore,2022-09-08,26.6,17.8,21.5,0.0,40,sunny
Bangalore,2022-09-09,27.3,14.8,19.7,10.4,41,rainy
Bangalore,2022-09-10,23.6,12.4,19.2,39.0,53,rainy
Bangalore,2022-09-11,29.4,16.8,24.1,0.0,69,cloudy
Bangalore,2022-09-12,26.9,13.7,21.6,21.7,55,rainy
Bangalore,2022-09-13,22.4,11.3,19.2,0.0,66,sunny
Bangalore,2022-09-14,29.9,17.0,23.5,42.8,54,rainy
Bangalore,2022-09-15,27.8,13.5,20.3,30.3,44,rainy
Bangalore,2022-09-16,28.5,16.0,22.4,49.9,80,rainy
Bangalore,2022-09-17,26.3,18.1,22.6,46.9,84,rainy
Bangalore,2022-09-18,28.0,14.7,20.6,24.3,72,rainy
Bangalore,2022-09-19,28.9,19.3,22.4,39.7,79,rainy
Bangalore,2022-09-20,26.6,16.6,20.9,0.0,49,sunny
Bangalore,2022-09-21,26.0,13.8,20.0,42.8,61,rainy
Bangalore,2022-09-22,27.8,16.9,23.0,5.9,74,rainy
Bangalore,2022-09-23,27.3,16.5,22.3,13.2,86,rainy
Bangalore,2022-09-24,27.9,18.8,23.4,33.7,60,rainy
Bangalore,2022-09-25,27.8,16.4,21.5,7.3,46,rainy
Bangalore,2022-09-26,27.0,13.9,20.1,42.9,45,rainy
Bangalore,2022-09-27,32.1,20.9,24.3,0.0,53,cloudy
Bangalore,2022-09-28,28.4,16.6,23.1,30.1,46,rainy
Bangalore,2022-09-29,30.3,20.4,24.5,0.0,67,cloudy
Bangalore,2022-09-30,26.7,16.1,20.6,0.0,51,sunny
Bangalore,2022-10-01,27.5,20.9,24.3,0.0,41,cloudy
Bangalore,2022-10-02,32.2,22.1,25.5,0.0,52,sunny
Bangalore,2022-10-03,27.0,17.9,22.7,0.0,40,cloudy
Bangalore,2022-10-04,28.7,14.3,22.1,0.0,56,partly_cloudy
Bangalore,2022-10-05,25.9,18.7,22.3,0.0,59,cloudy
Bangalore,2022-10-06,32.9,18.6,25.0,0.0,43,cloudy
Bangalore,2022-10-07,31.6,18.1,24.4,0.0,36,sunny
Bangalore,2022-10-08,28.0,21.0,24.1,3.9,49,cloudy
Bangalore,2022-10-09,27.8,15.8,22.6,9.6,30,partly_cloudy
Bangalore,2022-10-10,26.6,14.4,22.0,0.0,53,cloudy
Bangalore,2022-10-11,31.0,16.5,24.4,0.0,64,sunny
Bangalore,2022-10-12,30.6,19.8,23.7,0.0,54,partly_cloudy
Bangalore,2022-10-13,30.4,21.2,24.4,0.0,66,partly_cloudy
Bangalore,2022-10-14,29.0,17.9,23.8,0.0,45,cloudy
Bangalore,2022-10-15,30.1,17.5,24.5,0.0,62,cloudy
Bangalore,2022-10-16,29.2,20.1,23.3,0.0,48,cloudy
Bangalore,2022-10-17,28.6,21.0,24.2,0.0,30,partly_cloudy
Bangalore,2022-10-18,30.1,20.8,24.8,0.0,44,cloudy
Bangalore,2022-10-19,30.2,17.3,25.2,0.0,69,cloudy
Bangalore,2022-10-20,30.9,18.0,24.0,0.0,62,sunny
Bangalore,2022-10-21,29.2,16.9,24.7,0.0,48,cloudy
Bangalore,2022-10-22,26.8,17.8,22.4,0.0,65,cloudy
Bangalore,2022-10-23,31.5,19.4,23.7,4.2,50,sunny
Bangalore,2022-10-24,31.1,22.2,25.4,0.0,33,cloudy
Bangalore,2022-10-25,31.8,20.2,25.0,0.0,52,cloudy
Bangalore,2022-10-26,28.7,19.1,24.2,0.0,40,partly_cloudy
Bangalore,2022-10-27,33.5,19.9,25.7,9.4,36,partly_cloudy
Bangalore,2022-10-28,26.2,17.1,22.4,0.0,45,partly_cloudy
Bangalore,2022-10-29,29.9,16.4,23.1,0.0,59,cloudy
Bangalore,2022-10-30,27.4,15.0,22.5,0.0,32,sunny
Bangalore,2022-10-31,26.5,19.1,22.6,0.0,70,cloudy
Bangalore,2022-11-01,32.0,16.9,24.2,0.0,53,sunny
Bangalore,2022-11-02,25.9,18.3,22.9,0.0,30,partly_cloudy
Bangalore,2022-11-03,27.6,17.2,24.0,4.2,37,partly_cloudy
Bangalore,2022-11-04,29.4,19.5,23.2,0.0,34,cloudy
Bangalore,2022-11-05,31.8,21.8,25.1,0.0,68,cloudy
Bangalore,2022-11-06,31.9,19.6,24.4,0.0,56,sunny
Bangalore,2022-11-07,30.9,15.4,23.0,0.0,39,cloudy
Bangalore,2022-11-08,31.0,19.0,23.4,0.0,41,cloudy
Bangalore,2022-11-09,27.2,19.3,23.2,0.0,37,cloudy
Bangalore,2022-11-10,29.4,17.8,23.2,3.7,69,sunny
Bangalore,2022-11-11,30.9,19.5,23.8,0.0,37,partly_cloudy
Bangalore,2022-11-12,32.0,16.7,24.7,0.0,50,partly_cloudy
Bangalore,2022-11-13,31.1,19.0,23.6,5.4,44,cloudy
Bangalore,2022-11-14,31.9,18.4,24.7,0.0,63,partly_cloudy
Bangalore,2022-11-15,32.9,19.6,25.9,0.0,45,cloudy
Bangalore,2022-11-16,29.4,16.9,23.1,0.0,31,partly_cloudy
Bangalore,2022-11-17,31.7,19.2,24.2,0.0,68,cloudy
Bangalore,2022-11-18,28.4,20.1,25.2,0.0,32,cloudy
Bangalore,2022-11-19,31.8,18.4,24.0,0.0,43,cloudy
Bangalore,2022-11-20,26.3,16.4,22.5,0.0,54,cloudy
Bangalore,2022-11-21,31.5,16.6,24.4,0.0,47,sunny
Bangalore,2022-11-22,30.3,18.2,22.8,0.0,70,sunny
Bangalore,2022-11-23,29.1,16.2,22.0,0.0,66,cloudy
Bangalore,2022-11-24,29.5,16.9,22.5,1.5,55,cloudy
Bangalore,2022-11-25,29.2,20.7,23.9,0.0,68,sunny
Bangalore,2022-11-26,28.2,17.4,24.1,0.0,60,sunny
Bangalore,2022-11-27,28.7,19.1,23.7,0.0,41,sunny
Bangalore,2022-11-28,33.0,19.3,25.2,0.0,51,sunny
Bangalore,2022-11-29,29.1,20.5,26.0,0.0,55,partly_cloudy
Bangalore,2022-11-30,31.5,21.1,25.1,0.0,31,partly_cloudy
Bangalore,2022-12-01,22.5,9.2,15.6,0.0,56,cloudy
Bangalore,2022-12-02,21.9,9.7,16.4,0.0,62,cloudy
Bangalore,2022-12-03,22.1,9.8,17.3,0.0,41,cloudy
Bangalore,2022-12-04,21.4,11.6,14.6,0.0,36,sunny
Bangalore,2022-12-05,21.3,13.8,16.9,0.0,38,sunny
Bangalore,2022-12-06,23.1,11.0,17.6,0.0,54,sunny
Bangalore,2022-12-07,23.3,11.5,17.4,0.0,35,partly_cloudy
Bangalore,2022-12-08,20.6,13.0,16.7,0.0,65,partly_cloudy
Bangalore,2022-12-09,22.7,13.0,16.4,0.0,43,partly_cloudy
Bangalore,2022-12-10,23.7,12.1,17.3,0.0,33,cloudy
Bangalore,2022-12-11,21.4,13.1,16.9,0.0,43,partly_cloudy
Bangalore,2022-12-12,19.7,11.6,15.0,0.0,34,cloudy
Bangalore,2022-12-13,19.2,9.5,15.8,0.0,70,partly_cloudy
Bangalore,2022-12-14,18.1,10.9,14.4,0.0,54,cloudy
Bangalore,2022-12-15,21.0,12.9,16.1,0.0,48,sunny
Bangalore,2022-12-16,18.5,10.8,14.4,0.0,66,cloudy
Bangalore,2022-12-17,23.9,12.9,16.9,0.0,36,cloudy
Bangalore,2022-12-18,21.6,10.0,16.6,0.0,41,cloudy
Bangalore,2022-12-19,21.4,12.5,16.2,0.0,57,partly_cloudy
Bangalore,2022-12-20,20.0,8.4,15.6,0.0,67,cloudy
Bangalore,2022-12-21,19.7,10.7,14.5,0.0,66,cloudy
Bangalore,2022-12-22,25.3,14.0,17.6,0.0,31,partly_cloudy
Bangalore,2022-12-23,23.2,10.1,16.9,0.0,43,partly_cloudy
Bangalore,2022-12-24,20.8,10.1,14.9,0.0,57,cloudy
Bangalore,2022-12-25,21.2,8.6,14.7,0.0,40,partly_cloudy
Bangalore,2022-12-26,24.6,11.0,17.6,0.0,60,sunny
Bangalore,2022-12-27,18.0,7.7,14.1,0.0,31,partly_cloudy
Bangalore,2022-12-28,23.4,11.4,16.0,0.0,30,cloudy
Bangalore,2022-12-29,23.4,12.1,15.7,0.0,65,sunny
