date,cpi_inflation,wpi_inflation,fuel_price_petrol,fuel_price_diesel,gold_price,usd_inr_rate
2023-03-11,8.35,6.67,103.57,91.12,57221.16,83.79
2023-03-12,7.62,6.92,101.58,90.53,58601.44,83.38
2023-03-13,7.65,7.09,100.73,93.31,57777.71,83.76
2023-03-14,7.64,6.9,104.22,91.14,58033.46,82.91
2023-03-15,7.74,6.14,101.21,92.72,57833.72,82.85
2023-03-16,8.0,6.15,100.77,90.52,57151.03,83.15
2023-03-17,7.59,6.48,101.78,93.69,58586.8,83.68
2023-03-18,7.98,6.03,103.01,90.46,57131.65,83.06
2023-03-19,7.88,5.67,102.21,91.58,58606.08,83.32
2023-03-20,7.49,6.05,104.76,93.47,58713.04,83.55
2023-03-21,7.81,6.6,102.29,93.51,58330.57,83.2
2023-03-22,8.05,6.15,101.21,90.57,58391.2,83.58
2023-03-23,7.77,6.82,102.56,91.7,57912.37,83.43
2023-03-24,7.8,6.58,102.88,90.85,57275.17,82.81
2023-03-25,7.51,5.68,104.52,90.88,57668.26,83.65
2023-03-26,8.14,5.9,100.95,90.83,58138.4,83.63
2023-03-27,8.35,5.98,100.9,92.23,58754.81,83.17
2023-03-28,8.27,5.71,103.27,93.14,58341.13,82.81
2023-03-29,7.69,6.57,101.33,93.15,57561.61,83.19
2023-03-30,7.64,5.8,104.56,93.96,58721.46,83.42
2023-03-31,8.29,6.39,105.43,94.65,57975.69,83.57
2023-04-01,7.85,5.98,104.96,93.96,58398.91,83.65
2023-04-02,7.88,5.98,102.69,93.36,58272.73,83.7
2023-04-03,7.91,7.23,102.99,91.04,58336.62,82.7
2023-04-04,8.07,6.11,104.18,92.87,58451.65,83.84
2023-04-05,8.42,6.1,102.09,93.18,58184.25,83.06
2023-04-06,7.82,6.93,101.2,92.5,57274.88,83.1
2023-04-07,8.08,6.54,102.88,92.3,57379.59,83.04
2023-04-08,7.74,6.18,101.19,94.63,58457.26,83.46
2023-04-09,8.45,6.54,104.83,94.2,57744.24,82.84
2023-04-10,8.45,5.78,103.53,91.58,58193.64,83.37
2023-04-11,7.63,6.33,103.02,93.82,57268.42,83.43
2023-04-12,8.26,6.86,104.08,91.2,58327.69,83.24
2023-04-13,8.29,6.94,100.82,91.54,57300.3,83.02
2023-04-14,8.06,6.68,101.15,94.75,58611.93,83.58
2023-04-15,7.63,6.5,105.53,90.96,57363.63,83.31
2023-04-16,8.48,6.63,102.47,92.0,58382.92,83.61
2023-04-17,8.26,6.12,104.18,92.9,57996.33,83.27
2023-04-18,8.5,6.04,101.78,94.33,58810.93,83.26
2023-04-19,7.8,7.04,102.94,91.87,58622.03,83.29
2023-04-20,7.8,7.26,101.9,91.01,58045.16,83.23
2023-04-21,8.48,6.08,101.24,93.86,58182.92,82.96
2023-04-22,8.44,7.39,101.12,91.21,58393.46,83.79
2023-04-23,8.34,6.82,102.18,92.11,58803.9,82.71
2023-04-24,8.28,6.05,103.91,93.45,58672.72,83.21
2023-04-25,7.66,7.27,102.02,93.1,58215.68,82.7
2023-04-26,8.18,6.11,102.96,92.09,57439.62,83.0
2023-04-27,7.99,6.07,101.06,94.91,57598.15,83.49
2023-04-28,7.88,7.11,100.98,92.77,57915.03,83.59
2023-04-29,7.77,6.52,101.57,94.06,58370.85,83.13
2023-04-30,7.86,5.85,103.81,94.25,58556.92,83.12
2023-05-01,8.07,7.44,101.05,94.11,58779.59,83.36
2023-05-02,7.84,6.46,105.61,94.18,58986.82,83.66
2023-05-03,8.07,7.37,104.16,90.88,57930.6,83.62
2023-05-04,8.46,6.65,104.03,92.36,57705.28,82.76
2023-05-05,8.09,7.14,104.62,94.26,57923.21,83.21
2023-05-06,8.27,7.46,104.41,91.95,58296.61,83.49
2023-05-07,8.08,6.85,105.31,94.14,58741.57,83.15
2023-05-08,8.57,7.41,103.67,91.58,58062.59,83.15
2023-05-09,8.23,6.12,101.48,92.95,57763.96,82.73
2023-05-10,8.2,7.26,104.09,91.83,57558.85,83.02
2023-05-11,8.03,6.73,105.43,92.99,57737.07,83.47
2023-05-12,8.53,7.02,101.31,92.26,58800.96,83.39
2023-05-13,8.57,5.96,105.11,90.92,58382.32,83.34
2023-05-14,8.56,6.91,104.86,91.73,57913.46,82.98
2023-05-15,8.42,6.26,105.42,94.56,58452.37,83.13
2023-05-16,8.18,7.2,104.58,92.18,58862.4,83.48
2023-05-17,8.42,6.3,103.39,94.84,59076.31,82.79
2023-05-18,8.47,6.21,103.94,92.6,57615.57,82.85
2023-05-19,8.37,7.41,100.83,94.3,58433.45,82.86
2023-05-20,8.28,6.86,103.68,92.88,58164.93,83.67
2023-05-21,8.59,7.04,101.47,91.9,58827.69,82.83
2023-05-22,8.46,7.48,104.61,91.56,58461.14,82.93
2023-05-23,8.72,6.2,105.62,93.7,57969.67,82.94
2023-05-24,8.0,6.52,103.03,93.8,59161.63,83.59
2023-05-25,8.31,6.17,102.71,91.31,58479.91,83.65
2023-05-26,7.83,6.15,101.67,92.66,58339.18,82.77
2023-05-27,7.92,6.75,104.02,91.79,58352.39,83.55
2023-05-28,8.31,7.29,102.49,94.93,59053.76,83.44
2023-05-29,8.8,7.55,105.02,93.52,58227.67,83.49
2023-05-30,7.84,6.46,104.58,91.99,57950.88,83.93
2023-05-31,8.29,6.55,103.79,93.78,57699.43,83.96
2023-06-01,7.92,6.62,104.75,92.64,58217.79,83.41
2023-06-02,8.51,6.57,101.81,91.86,57595.99,83.29
2023-06-03,8.57,7.3,103.24,91.19,58084.43,83.93
2023-06-04,8.64,7.5,101.67,91.58,58839.81,83.62
2023-06-05,8.07,6.81,104.22,90.88,58736.21,82.88
2023-06-06,8.52,7.48,100.96,94.47,58966.86,83.2
2023-06-07,8.2,7.07,101.93,92.04,58618.19,83.09
2023-06-08,8.53,6.23,104.44,92.92,57662.48,83.15
2023-06-09,8.32,6.43,104.39,92.7,58950.78,83.04
2023-06-10,8.36,7.33,104.58,94.29,59109.1,83.87
2023-06-11,8.79,6.59,101.29,92.66,58408.47,83.08
2023-06-12,8.7,7.37,102.9,92.06,58336.95,82.8
2023-06-13,8.42,6.87,105.55,91.92,57951.42,83.91
2023-06-14,8.11,7.0,103.82,92.44,58957.48,83.52
2023-06-15,8.23,7.02,105.26,94.05,58707.22,82.97
2023-06-16,8.16,6.65,103.95,91.62,58454.52,83.54
2023-06-17,8.49,6.36,101.95,92.23,58389.38,83.61
2023-06-18,8.34,7.33,102.82,94.02,58449.25,83.17
2023-06-19,8.83,6.35,104.97,91.14,58297.22,82.86
2023-06-20,7.95,7.26,102.98,95.23,58339.64,83.67
2023-06-21,8.12,7.07,103.86,93.51,58066.85,82.92
2023-06-22,8.33,6.38,102.86,91.44,58950.89,82.83
2023-06-23,8.95,7.14,101.63,94.29,58440.38,83.4
2023-06-24,8.3,7.71,104.94,90.91,58968.48,83.12
2023-06-25,8.53,6.2,103.94,93.62,58977.55,82.85
2023-06-26,8.13,6.77,104.95,95.18,59024.58,83.88
2023-06-27,8.12,7.17,103.39,91.13,58701.66,83.47
2023-06-28,8.01,6.2,103.33,92.08,58560.35,83.52
2023-06-29,7.98,7.56,102.8,92.22,57743.01,83.79
2023-06-30,8.11,7.08,101.54,91.75,57751.68,83.45
2023-07-01,8.36,6.42,104.03,93.84,59210.03,83.2
2023-07-02,8.0,7.37,103.23,95.32,58214.5,83.54
2023-07-03,8.07,7.53,103.04,94.24,59239.94,83.95
2023-07-04,8.92,6.39,102.42,94.04,58003.49,83.3
2023-07-05,8.05,6.69,105.18,93.81,58429.67,83.93
2023-07-06,8.44,6.89,104.19,91.86,57945.05,83.69
2023-07-07,8.8,7.4,104.82,94.88,59282.92,83.7
2023-07-08,8.88,7.38,102.97,92.01,58031.07,82.92
2023-07-09,8.95,6.46,102.67,92.22,58905.8,83.08
2023-07-10,8.45,7.79,104.28,94.67,58812.78,83.74
2023-07-11,8.08,6.64,102.15,91.24,58461.22,82.97
2023-07-12,8.51,7.38,103.73,95.11,58830.97,83.49
2023-07-13,8.25,7.02,102.61,95.24,59212.31,83.7
2023-07-14,8.12,7.4,102.02,92.08,59230.09,83.66
2023-07-15,8.68,6.71,105.71,93.87,59340.95,83.5
2023-07-16,8.84,7.72,104.61,93.5,58142.13,83.39
2023-07-17,8.36,6.5,103.21,91.81,57854.41,83.84
2023-07-18,8.33,6.36,101.49,94.88,58947.6,83.11
2023-07-19,8.36,7.38,103.56,92.35,58248.46,83.4
2023-07-20,8.27,7.61,104.36,91.42,57960.04,83.15
2023-07-21,8.66,7.39,104.3,92.67,58946.15,83.04
2023-07-22,8.65,6.56,105.05,91.97,57884.49,83.48
2023-07-23,8.44,7.26,101.44,92.57,58992.66,83.86
2023-07-24,8.58,6.98,106.09,92.17,58706.01,83.79
2023-07-25,8.88,7.4,104.73,95.26,58637.7,83.68
2023-07-26,8.16,6.53,101.33,94.38,59273.4,82.98
2023-07-27,8.17,6.99,105.63,91.22,59051.46,83.84
2023-07-28,8.62,7.24,105.23,91.46,58989.47,82.91
2023-07-29,8.89,6.57,105.36,91.06,59087.21,83.22
2023-07-30,9.07,7.04,106.06,95.4,58059.64,82.98
2023-07-31,8.45,7.88,104.64,93.37,59345.8,82.98
2023-08-01,8.74,7.69,105.03,93.23,58502.28,83.48
2023-08-02,9.12,7.78,101.51,91.86,59108.21,83.32
2023-08-03,8.42,6.88,105.02,91.06,58208.47,83.25
2023-08-04,9.01,7.5,103.98,92.16,58101.15,84.01
2023-08-05,8.25,6.47,105.09,95.27,58163.62,83.5
2023-08-06,8.71,7.06,104.85,92.49,58052.9,84.1
2023-08-07,8.48,6.71,102.09,94.28,58893.27,83.7
2023-08-08,8.21,6.85,105.46,92.18,57993.36,83.55
2023-08-09,8.5,7.53,102.04,91.35,59543.46,83.74
2023-08-10,8.34,7.21,105.88,94.8,58059.57,83.64
2023-08-11,8.71,6.82,105.07,95.5,59485.52,83.88
2023-08-12,8.51,6.92,101.79,91.91,58144.01,83.18
2023-08-13,8.72,7.52,101.27,93.2,59038.55,83.43
2023-08-14,9.03,6.64,103.29,95.21,59455.17,83.02
2023-08-15,9.18,7.53,104.26,95.43,58537.99,83.8
2023-08-16,8.41,6.6,103.04,92.52,58876.25,83.47
2023-08-17,8.6,7.19,102.09,93.77,58538.2,83.01
2023-08-18,8.63,6.66,101.55,91.18,58928.75,84.09
2023-08-19,8.51,7.24,104.6,91.86,58301.0,83.69
2023-08-20,9.02,7.69,104.94,94.61,58719.62,84.0
2023-08-21,8.44,7.76,101.96,93.38,58167.57,83.87
2023-08-22,8.65,7.41,103.8,95.17,59522.72,83.37
2023-08-23,8.83,6.95,104.2,94.6,59047.05,83.62
2023-08-24,8.56,6.81,105.39,92.21,58731.18,82.95
2023-08-25,8.79,7.7,102.29,93.03,58203.21,84.14
2023-08-26,8.61,7.96,103.18,95.31,59391.89,83.18
2023-08-27,8.9,7.44,105.5,93.57,59374.48,84.03
2023-08-28,9.17,8.09,102.72,93.7,58833.65,83.31
2023-08-29,8.64,7.58,103.97,95.27,58529.85,83.64
2023-08-30,8.52,6.94,103.38,91.35,58176.5,84.02
2023-08-31,9.19,7.5,102.78,91.26,59198.79,83.73
2023-09-01,8.95,7.79,105.57,95.37,58879.33,83.56
2023-09-02,9.18,7.95,106.06,94.65,58250.97,84.09
2023-09-03,8.58,7.52,104.6,94.92,59225.38,83.67
2023-09-04,9.03,6.63,102.93,95.51,58252.34,83.97
2023-09-05,9.07,6.94,101.41,94.26,58455.07,83.53
2023-09-06,8.68,7.02,105.86,94.72,59378.98,84.08
2023-09-07,9.15,6.98,105.51,91.24,58743.75,84.09
2023-09-08,9.11,8.02,104.32,94.67,59774.32,83.88
2023-09-09,9.02,7.17,105.89,93.7,59494.11,84.04
2023-09-10,9.11,7.29,102.76,92.59,58908.55,84.2
2023-09-11,9.11,7.75,103.25,94.06,58766.1,83.88
2023-09-12,8.53,7.65,102.19,93.21,58491.71,83.28
2023-09-13,8.69,7.03,102.7,92.5,59287.21,83.65
2023-09-14,9.23,7.44,105.9,94.33,59363.95,83.38
2023-09-15,8.69,7.33,105.47,92.5,59439.02,83.0
2023-09-16,8.97,7.39,103.18,91.4,59203.64,83.45
2023-09-17,8.91,7.3,103.07,94.19,59386.44,84.19
2023-09-18,9.29,7.59,105.53,94.15,58725.21,83.3
2023-09-19,9.27,7.55,102.02,94.26,59011.7,83.84
2023-09-20,8.9,7.09,102.38,94.47,58714.11,83.36
2023-09-21,9.07,7.23,103.75,94.54,59666.72,83.82
2023-09-22,9.25,7.94,101.55,95.26,59064.22,83.63
2023-09-23,9.26,6.89,102.45,92.36,59755.34,83.98
2023-09-24,8.7,6.7,106.05,93.88,58947.89,83.78
2023-09-25,8.78,7.45,104.78,94.13,59174.27,83.13
2023-09-26,8.82,8.19,103.87,92.54,59113.74,83.78
2023-09-27,8.6,7.89,101.74,92.78,59358.76,83.13
2023-09-28,9.47,6.78,103.63,93.3,59631.13,83.69
2023-09-29,9.28,7.76,104.85,92.12,58343.76,83.97
2023-09-30,8.88,6.89,102.14,91.44,59400.36,83.3
2023-10-01,9.09,7.77,106.12,93.61,59682.63,83.63
2023-10-02,8.91,8.24,102.01,94.06,59480.35,83.92
2023-10-03,8.66,8.04,106.47,95.04,59024.16,83.87
2023-10-04,9.13,6.78,103.39,94.91,59579.44,84.17
2023-10-05,8.7,8.11,106.43,93.39,59807.63,83.14
2023-10-06,9.26,7.37,101.84,92.52,58546.02,83.22
2023-10-07,9.49,8.32,106.12,91.63,59276.08,83.94
2023-10-08,8.73,7.31,105.15,92.18,59265.04,84.05
2023-10-09,9.39,6.88,106.2,95.13,59332.98,83.15
2023-10-10,9.05,6.96,104.94,93.23,58381.48,83.93
2023-10-11,9.42,7.47,106.3,91.81,59064.89,83.47
2023-10-12,9.3,7.43,106.1,91.82,59370.62,83.78
2023-10-13,8.6,7.66,103.65,95.06,58513.76,83.46
2023-10-14,9.43,7.12,106.18,94.37,59146.47,83.12
2023-10-15,9.42,7.06,106.48,94.07,59165.38,83.36
2023-10-16,9.47,8.08,103.8,95.26,58985.02,84.22
2023-10-17,9.32,6.82,103.85,91.87,58616.62,83.43
2023-10-18,8.88,8.07,103.37,91.52,59318.14,84.04
2023-10-19,8.89,7.41,102.5,92.18,59859.47,84.16
2023-10-20,9.49,7.17,105.56,91.63,59273.81,84.02
2023-10-21,8.75,8.23,105.37,94.39,59231.11,83.27
2023-10-22,8.86,8.17,103.22,94.0,59872.73,83.53
2023-10-23,9.19,7.25,103.98,93.22,59368.86,83.47
2023-10-24,8.64,7.93,103.17,95.4,59448.22,84.16
2023-10-25,8.65,7.85,103.8,95.23,58983.31,83.2
2023-10-26,8.8,7.55,105.08,92.39,60068.42,83.76
2023-10-27,9.25,7.37,102.09,92.72,58987.44,83.39
2023-10-28,9.61,7.81,101.75,93.03,59873.17,84.31
2023-10-29,9.18,7.16,103.87,92.07,58883.63,83.52
2023-10-30,9.64,7.37,103.07,92.05,59330.54,83.34
2023-10-31,9.55,7.46,103.27,93.77,60126.3,83.17
2023-11-01,8.83,6.96,103.14,92.2,60067.04,83.12
2023-11-02,9.58,7.86,102.33,95.29,58719.36,83.75
2023-11-03,8.74,8.1,106.46,93.95,59089.5,83.54
2023-11-04,9.53,6.91,104.38,95.14,59919.9,84.18
2023-11-05,9.63,7.21,105.47,92.69,58696.47,83.39
2023-11-06,9.64,7.37,104.92,95.44,59615.83,84.33
2023-11-07,8.72,8.11,102.89,94.27,59360.62,84.12
2023-11-08,9.47,7.08,103.68,91.96,59561.4,84.32
2023-11-09,8.96,7.66,104.79,95.61,59364.38,83.77
2023-11-10,8.78,7.48,103.14,92.69,59206.09,83.3
2023-11-11,9.67,7.19,104.31,91.82,60085.43,83.89
2023-11-12,9.13,8.39,106.49,94.44,59529.05,83.43
2023-11-13,9.7,7.85,104.96,92.76,58935.93,83.22
2023-11-14,9.36,7.51,102.95,95.58,59605.68,84.09
2023-11-15,9.22,7.53,105.82,92.63,60040.13,84.09
2023-11-16,9.13,8.1,104.94,91.62,59554.66,83.54
2023-11-17,8.8,8.3,101.84,92.84,59618.04,83.3
2023-11-18,9.57,8.44,106.47,91.66,58714.47,83.24
2023-11-19,9.68,8.37,104.51,95.94,60191.68,84.3
2023-11-20,9.26,7.23,103.28,94.61,58866.39,83.46
2023-11-21,9.48,8.45,102.45,93.42,59565.31,83.2
2023-11-22,9.42,7.03,105.89,96.06,58798.38,83.45
2023-11-23,8.91,7.66,104.96,94.24,59645.36,84.27
2023-11-24,9.5,7.48,104.36,91.66,59816.11,83.23
2023-11-25,9.79,8.59,104.66,94.86,59441.1,83.55
2023-11-26,9.35,7.81,106.66,91.76,59532.05,83.87
2023-11-27,9.69,7.42,103.6,96.0,59419.41,83.24
2023-11-28,8.97,8.09,104.8,94.43,60046.66,84.3
2023-11-29,9.61,7.43,106.14,94.87,58705.97,84.21
2023-11-30,8.99,7.36,106.21,91.88,58926.38,84.17
2023-12-01,9.38,7.37,102.22,94.47,59015.84,83.76
2023-12-02,9.02,8.08,104.19,92.06,59490.87,83.8
2023-12-03,9.15,8.01,102.26,95.91,60289.72,83.43
2023-12-04,9.72,8.59,103.9,95.78,58783.46,84.13
2023-12-05,9.32,7.37,105.11,95.64,59075.32,84.04
2023-12-06,9.66,7.55,103.15,95.94,59548.65,84.16
2023-12-07,8.89,8.57,102.7,94.42,59871.15,83.36
2023-12-08,9.21,7.59,102.13,92.43,59715.17,83.63
2023-12-09,9.52,8.45,104.61,93.81,59137.01,83.75
2023-12-10,9.28,7.71,104.09,95.89,59792.88,83.2
2023-12-11,9.88,8.02,102.39,92.14,59506.42,83.62
2023-12-12,9.25,8.18,103.0,96.05,59580.87,84.31
2023-12-13,8.95,8.01,105.92,93.13,58855.09,83.61
2023-12-14,8.92,7.13,103.74,94.91,60123.28,83.54
2023-12-15,9.85,7.39,104.99,94.18,59696.54,83.2
2023-12-16,9.16,7.7,106.55,94.0,60244.59,83.86
2023-12-17,9.71,7.4,106.02,92.86,59095.07,84.04
2023-12-18,9.31,8.16,106.91,91.76,59583.82,84.08
2023-12-19,9.24,7.51,102.45,93.62,59275.04,84.4
2023-12-20,9.14,8.49,106.81,95.12,60299.62,83.65
2023-12-21,9.07,8.06,102.27,94.76,60341.28,84.04
2023-12-22,9.56,7.38,105.11,95.68,59112.91,83.6
2023-12-23,9.05,8.41,105.27,93.23,59855.64,83.95
2023-12-24,9.4,8.06,105.6,94.08,59846.36,83.46
2023-12-25,9.31,7.19,105.73,93.37,59162.02,83.89
2023-12-26,9.12,8.19,105.23,92.37,59483.37,83.84
2023-12-27,8.98,8.28,103.75,94.39,59120.51,83.74
2023-12-28,9.66,8.26,104.3,91.92,58993.83,84.1
2023-12-29,9.55,8.58,104.42,92.87,59331.87,83.29
2023-12-30,9.81,8.49,105.44,92.09,60198.6,84.11
2023-12-31,9.52,7.21,102.89,95.74,59529.18,84.15
2024-01-01,9.37,7.84,106.51,95.41,59291.68,83.52
2024-01-02,9.28,7.43,105.43,92.74,60336.28,83.48
2024-01-03,9.76,8.54,104.71,96.11,59940.55,84.0
2024-01-04,9.83,8.17,105.62,95.73,58963.08,84.25
2024-01-05,9.58,7.26,106.99,92.77,59432.97,84.4
2024-01-06,9.37,7.97,103.43,92.32,59589.26,83.33
2024-01-07,9.44,7.99,102.85,92.75,60519.56,83.27
2024-01-08,9.24,8.8,106.9,94.4,59802.23,84.36
2024-01-09,9.15,8.75,102.63,92.15,60281.73,84.47
2024-01-10,9.27,7.87,102.54,92.63,59339.26,84.18
2024-01-11,9.06,7.33,105.66,94.99,59862.14,84.11
2024-01-12,9.56,8.16,103.69,93.5,60235.32,83.86
2024-01-13,9.77,8.62,105.14,92.12,59082.71,84.22
2024-01-14,9.96,8.81,106.34,93.7,60526.17,83.35
2024-01-15,9.72,8.71,106.08,94.96,59126.98,84.1
2024-01-16,9.87,8.68,104.62,95.7,60334.84,84.38
2024-01-17,9.95,8.83,105.36,92.32,59253.4,84.05
2024-01-18,9.26,8.19,105.36,94.71,59301.01,84.13
2024-01-19,10.06,8.67,107.04,94.59,59643.25,83.75
2024-01-20,10.09,7.65,103.41,94.51,59536.47,83.66
2024-01-21,9.99,7.4,102.37,94.86,59895.53,83.45
2024-01-22,9.32,7.36,106.0,94.09,60222.57,83.98
2024-01-23,9.46,8.42,103.8,92.67,60257.23,84.22
2024-01-24,10.03,8.77,106.18,92.46,59583.88,83.93
2024-01-25,9.18,7.64,103.73,93.55,59661.18,83.41
2024-01-26,9.19,7.94,106.12,94.94,59953.06,84.0
2024-01-27,9.55,7.46,104.61,95.95,59094.32,84.37
2024-01-28,9.81,7.84,105.95,96.11,60010.01,84.32
2024-01-29,9.69,8.31,103.73,92.91,59555.19,84.28
2024-01-30,9.16,7.92,103.24,94.94,59843.75,83.3
2024-01-31,10.15,7.49,103.09,94.22,60363.81,83.86
2024-02-01,9.44,7.91,105.29,95.75,60361.0,83.93
2024-02-02,9.19,7.87,105.79,93.35,59998.97,84.28
2024-02-03,9.54,7.95,104.94,92.11,60634.76,84.38
2024-02-04,9.45,7.74,106.17,96.44,60497.73,83.5
2024-02-05,9.97,8.59,105.59,95.92,59149.82,83.46
2024-02-06,9.27,8.93,106.88,93.44,60144.12,84.22
2024-02-07,9.38,8.9,102.52,95.1,59283.74,83.7
2024-02-08,9.47,8.59,106.71,94.72,59661.33,83.4
2024-02-09,10.02,8.72,106.89,94.33,60629.55,83.61
2024-02-10,10.07,8.63,105.12,92.94,59507.73,84.23
2024-02-11,9.48,8.34,107.15,93.54,60451.3,83.79
2024-02-12,9.32,7.85,106.98,96.3,60742.92,84.11
2024-02-13,10.12,8.13,106.87,94.99,59472.26,83.48
2024-02-14,9.4,8.3,104.86,93.12,60228.46,83.66
2024-02-15,10.04,7.73,103.94,94.01,60766.16,83.47
2024-02-16,10.25,8.6,104.53,94.92,59320.83,83.88
2024-02-17,9.79,8.58,105.27,96.04,60608.7,84.5
2024-02-18,9.58,8.31,103.44,93.06,59305.69,83.53
2024-02-19,9.65,8.92,105.3,92.4,59947.85,83.79
2024-02-20,10.05,8.92,103.69,94.13,60480.8,83.46
2024-02-21,9.96,7.69,104.7,94.85,60427.7,84.47
2024-02-22,9.67,7.52,104.04,94.18,59566.46,84.38
2024-02-23,9.49,8.03,104.73,93.23,59487.34,84.36
2024-02-24,9.88,8.88,104.27,92.79,60093.07,84.3
2024-02-25,9.51,7.89,106.09,92.9,60600.9,83.79
2024-02-26,9.96,7.62,106.94,94.19,60194.85,84.45
2024-02-27,10.21,7.52,107.22,93.42,59438.85,84.51
2024-02-28,9.66,7.61,102.53,93.58,59974.24,83.37
2024-02-29,10.06,7.71,103.37,96.48,60323.61,84.58
2024-03-01,10.3,8.78,104.72,92.68,60006.55,83.93
2024-03-02,10.07,8.34,107.28,92.96,59583.58,84.44
2024-03-03,9.46,8.87,106.56,95.99,59942.36,83.86
2024-03-04,9.35,7.83,105.03,96.01,60365.75,84.16
2024-03-05,9.76,8.39,107.3,94.95,59808.87,83.81
2024-03-06,9.38,8.83,103.34,93.69,59820.41,84.03
2024-03-07,10.02,8.88,105.12,96.61,59431.72,83.81
2024-03-08,10.29,7.9,103.63,94.61,60403.76,84.07
2024-03-09,10.09,8.58,103.84,92.21,60496.21,83.67
2024-03-10,10.07,9.14,105.89,94.31,59559.78,83.78
2024-03-11,10.03,8.68,106.44,94.25,60766.4,83.46
2024-03-12,9.4,9.05,105.29,93.93,60789.08,84.07
2024-03-13,10.01,8.7,103.87,93.06,59768.08,84.57
2024-03-14,10.18,7.62,105.41,92.59,59641.93,84.6
2024-03-15,10.28,8.0,104.74,95.65,60334.05,83.95
2024-03-16,10.4,8.73,103.46,95.75,60073.48,83.54
2024-03-17,9.49,8.35,103.15,95.28,60020.06,84.59
2024-03-18,9.74,9.04,104.08,93.75,60129.21,83.64
2024-03-19,9.61,8.35,104.62,96.1,60815.57,83.82
2024-03-20,10.41,8.64,102.64,93.26,60693.73,83.97
2024-03-21,10.15,8.38,107.26,94.07,59770.72,84.4
2024-03-22,10.01,7.83,103.96,93.62,59516.03,83.7
2024-03-23,9.95,8.42,103.98,95.15,60255.45,83.94
2024-03-24,10.32,8.0,104.37,94.04,60867.29,84.49
2024-03-25,9.95,8.42,103.06,96.22,59984.55,83.66
2024-03-26,10.28,8.97,102.66,96.6,59431.85,83.99
2024-03-27,9.56,8.29,104.53,92.6,60918.09,84.31
2024-03-28,9.79,9.08,104.66,95.34,60590.21,83.45
2024-03-29,9.71,8.13,102.9,94.68,59494.99,84.45
2024-03-30,9.79,8.43,106.09,92.67,59893.01,83.8
2024-03-31,9.79,7.91,104.58,92.94,59712.1,83.88
2024-04-01,9.71,8.21,105.06,93.11,59561.76,83.44
2024-04-02,10.46,9.18,105.61,93.24,59706.94,83.78
2024-04-03,9.63,7.78,105.76,92.34,60898.18,83.95
2024-04-04,9.96,8.43,105.54,92.85,59936.93,84.16
2024-04-05,9.59,7.94,104.48,96.18,60025.94,83.93
2024-04-06,10.31,9.32,106.38,95.68,59954.62,84.31
2024-04-07,10.1,7.87,107.41,94.53,59715.26,83.95
2024-04-08,10.11,9.16,106.36,95.79,60880.51,83.5
2024-04-09,9.58,9.1,103.16,92.47,60464.17,84.52
2024-04-10,10.05,8.04,103.3,94.2,59506.47,84.43
2024-04-11,10.04,8.08,104.39,94.83,59699.39,84.27
2024-04-12,10.42,8.49,106.08,94.92,59545.53,84.35
2024-04-13,10.05,9.13,105.19,96.14,59492.64,83.68
2024-04-14,10.29,8.13,103.84,94.8,60145.41,83.6
2024-04-15,10.0,8.82,106.99,96.46,61042.48,84.18
2024-04-16,9.98,9.31,103.95,96.48,60018.94,83.62
2024-04-17,9.6,8.25,106.76,94.48,60559.48,84.54
2024-04-18,9.98,8.92,103.98,94.33,60594.33,84.15
2024-04-19,10.02,8.74,103.81,95.36,59879.79,84.38
2024-04-20,9.84,8.57,103.13,93.75,59730.28,83.99
2024-04-21,9.98,8.67,104.82,93.64,60005.43,83.57
2024-04-22,9.66,9.04,106.09,94.17,59909.3,83.85
2024-04-23,10.47,8.87,103.78,92.88,60568.47,83.71
2024-04-24,9.99,9.41,103.5,94.57,60360.94,83.74
2024-04-25,9.89,8.66,105.66,95.89,59946.23,83.67
2024-04-26,10.17,8.43,104.74,93.91,60460.76,83.7
2024-04-27,9.89,8.03,107.5,95.99,60318.57,84.26
2024-04-28,10.54,8.31,107.58,96.57,60010.61,84.16
2024-04-29,10.31,8.63,105.46,96.08,61057.23,83.76
2024-04-30,10.34,8.82,104.26,95.55,60836.56,84.56
2024-05-01,10.27,9.22,106.44,92.97,59700.18,83.75
2024-05-02,9.94,9.45,105.86,94.59,60336.39,83.87
2024-05-03,10.15,9.19,106.97,96.13,60596.25,83.67
2024-05-04,10.48,8.65,103.45,92.75,60922.63,84.44
2024-05-05,9.87,9.35,104.59,93.18,61158.22,83.91
2024-05-06,9.77,8.61,106.52,94.97,60172.95,84.49
2024-05-07,10.21,8.8,107.38,95.6,60105.12,84.33
2024-05-08,9.77,9.02,102.81,95.98,60279.22,83.52
2024-05-09,10.65,8.34,103.49,94.27,60591.14,84.01
2024-05-10,10.22,9.38,104.86,94.51,61102.86,83.83
2024-05-11,9.86,9.49,107.7,92.48,61275.59,83.88
2024-05-12,10.16,9.29,107.32,95.02,60347.66,84.27
2024-05-13,10.49,8.27,104.23,92.48,60957.63,84.0
2024-05-14,10.63,9.32,107.15,92.76,60732.56,83.96
2024-05-15,10.42,8.45,104.7,95.47,59801.39,84.04
2024-05-16,10.34,8.5,104.75,94.9,60844.48,83.95
2024-05-17,10.46,8.91,103.66,95.94,59865.15,84.38
2024-05-18,9.82,8.29,107.1,95.43,60710.73,84.46
